#NAME	SRR13061234	SRR13061235	SRR13061236	SRR13061237	SRR13061238	SRR13061239	SRR13061240	SRR13061241	SRR13061242	SRR24889334	SRR24889335	SRR24889336	SRR24889338	SRR24889339	SRR24889340	SRR24889341	SRR24889342	SRR24889343	SRR24889344	SRR24889345	SRR24889346	SRR24889347	SRR24889349	SRR24889350	SRR24889351
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_hygroscopicus	0	0	5.59E-06	1.27E-05	0	2.50E-05	1.82E-05	2.06E-06	3.40E-06	1.48E-06	1.50E-05	0	4.95E-06	7.94E-06	5.99E-06	4.38E-06	4.54E-06	5.69E-06	2.85E-06	1.09E-05	0	1.14E-05	1.51E-05	4.32E-05	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_kanamyceticus	0	0	5.59E-06	3.62E-06	0	0	3.63E-06	0	0	1.48E-06	1.25E-05	0	0	0	5.99E-06	3.13E-06	7.57E-06	3.79E-06	2.85E-06	6.53E-06	0	3.27E-06	4.30E-06	9.98E-06	1.02E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_katrae	0	0	0	5.42E-06	8.03E-06	5.00E-06	1.09E-05	6.17E-06	3.40E-06	2.22E-06	7.50E-06	0	0	0	1.80E-05	3.13E-06	7.57E-06	3.79E-06	0	2.18E-06	0	4.91E-06	4.30E-06	3.33E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_koyangensis	0	0	0	3.62E-06	0	5.00E-06	0	4.11E-06	3.40E-06	0	2.50E-06	0	4.95E-06	7.94E-06	0	1.25E-06	6.06E-06	0	2.85E-06	0	0	4.91E-06	4.30E-06	2.33E-05	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_lavendulae	0	6.81E-06	1.12E-05	3.62E-06	1.61E-05	5.00E-06	1.09E-05	6.17E-06	3.40E-06	2.96E-06	1.25E-05	0	1.48E-05	0	1.20E-05	3.75E-06	7.57E-06	3.79E-06	0	2.18E-06	0	1.64E-05	4.30E-06	1.33E-05	1.54E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_leeuwenhoekii	0	0	5.59E-06	3.62E-06	0	5.00E-06	3.63E-06	2.06E-06	2.04E-05	1.48E-06	5.00E-06	0	4.95E-06	0	2.00E-06	3.75E-06	4.54E-06	0	2.85E-06	0	0	4.91E-06	2.15E-06	3.99E-05	1.02E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_lincolnensis	0	6.81E-06	1.12E-05	3.62E-06	0	1.00E-05	1.45E-05	0	1.02E-05	2.96E-06	2.50E-05	0	1.48E-05	1.19E-05	9.98E-06	3.75E-06	1.51E-05	1.52E-05	2.85E-06	1.09E-05	5.68E-05	9.81E-06	4.30E-06	7.65E-05	2.81E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_lividans	0	6.81E-06	1.68E-05	1.81E-06	8.03E-06	2.00E-05	7.27E-06	4.11E-06	0	0.001099693	0.002426225	0.001081081	0.001390566	0.002767817	0.001391268	0.001626393	0.001093543	0.001396778	0.000442431	0.001369416	0.000794597	0.001226474	0.000957741	0.00190214	0.001465994
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_lunaelactis	0	0	0	9.04E-06	1.61E-05	5.00E-06	1.09E-05	2.06E-06	0	2.22E-06	1.00E-05	0	0	3.97E-06	3.99E-06	4.38E-06	4.54E-06	1.90E-06	2.85E-06	0	0	1.14E-05	6.46E-06	1.66E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_luteoverticillatus	0	0	5.59E-06	1.81E-06	8.03E-06	1.50E-05	1.09E-05	2.06E-06	0	2.22E-06	1.75E-05	6.01E-05	9.90E-06	3.97E-06	0	1.88E-06	1.36E-05	7.58E-06	8.56E-06	1.31E-05	0	8.18E-06	8.61E-06	3.33E-05	1.54E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_lydicus	0.000151378	6.81E-06	1.68E-05	1.08E-05	3.21E-05	2.00E-05	1.45E-05	1.03E-05	6.81E-06	2.96E-06	5.50E-05	0	3.46E-05	2.78E-05	1.40E-05	1.50E-05	1.97E-05	1.71E-05	2.57E-05	1.74E-05	0	2.45E-05	1.29E-05	6.65E-05	2.30E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_malaysiensis	0	0	0	1.81E-06	0	0	0	0	0	0	0	0	0	0	0	1.25E-06	0	1.90E-06	0	4.35E-06	0	0	2.15E-06	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_nigra	0.000151378	6.81E-06	0	3.62E-06	8.03E-06	0	7.27E-06	2.06E-06	0	2.22E-06	5.00E-06	0	0	3.97E-06	7.98E-06	2.50E-06	7.57E-06	3.79E-06	0	4.35E-06	0	1.64E-06	0	6.65E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_nitrosporeus	0	6.81E-06	5.59E-06	1.27E-05	8.03E-06	0	0	1.03E-05	1.02E-05	0	1.25E-05	0	9.90E-06	3.97E-06	1.20E-05	6.25E-06	6.06E-06	7.58E-06	2.85E-06	2.18E-06	0	1.14E-05	4.30E-06	2.33E-05	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_niveus	0	6.81E-06	2.24E-05	9.04E-06	8.03E-06	2.50E-05	1.09E-05	6.17E-06	1.36E-05	2.96E-06	3.25E-05	0	9.90E-06	7.94E-06	1.20E-05	3.13E-06	2.12E-05	5.69E-06	0	4.35E-06	0	1.96E-05	1.29E-05	2.99E-05	2.81E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_nodosus	0	0	1.68E-05	0	0	0	3.63E-06	2.06E-06	1.02E-05	7.40E-07	0	0	0	0	7.98E-06	6.25E-07	4.54E-06	0	0	2.18E-06	0	1.80E-05	8.61E-06	3.33E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_noursei	0	1.36E-05	0	1.81E-06	0	1.00E-05	0	6.17E-06	0	0	0	0	0	3.97E-06	2.00E-06	2.50E-06	1.51E-06	0	2.85E-06	2.18E-06	0	3.27E-06	0	1.66E-05	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_olivaceus	0	0	2.24E-05	1.81E-06	1.61E-05	0	0	2.06E-06	0	7.40E-07	1.25E-05	0	4.95E-06	3.97E-06	9.98E-06	6.25E-07	9.09E-06	1.90E-06	0	1.09E-05	0	9.81E-06	4.30E-06	0	1.28E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_olivoreticuli	0	0	1.12E-05	5.42E-06	8.03E-06	1.50E-05	2.18E-05	1.65E-05	6.81E-06	2.22E-06	1.25E-05	6.01E-05	9.90E-06	3.97E-06	3.99E-06	2.50E-06	7.57E-06	9.48E-06	5.71E-06	2.18E-06	0	6.54E-06	6.46E-06	1.66E-05	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_pactum	0	6.81E-06	0	7.23E-06	0	5.00E-06	0	2.06E-06	3.40E-06	0	0	0	4.95E-06	3.97E-06	5.99E-06	1.88E-06	9.09E-06	3.79E-06	0	0	0	3.27E-06	1.08E-05	3.33E-06	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_parvulus	0	6.81E-06	2.24E-05	1.08E-05	8.03E-06	1.50E-05	3.63E-06	4.11E-06	6.81E-06	7.40E-07	2.50E-06	0	4.95E-06	0	2.00E-06	0	4.54E-06	1.90E-06	0	8.71E-06	5.68E-05	9.81E-06	2.15E-06	9.98E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_peucetius	0	0	0	7.23E-06	0	5.00E-06	7.27E-06	2.06E-05	3.40E-06	4.44E-06	1.25E-05	0	1.48E-05	1.19E-05	9.98E-06	4.38E-06	1.36E-05	7.58E-06	0	0	0	1.64E-06	4.30E-06	5.32E-05	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_platensis	0	6.81E-06	0	3.62E-06	0	0	0	6.17E-06	6.81E-06	2.96E-06	1.25E-05	0	0	7.94E-06	5.99E-06	3.13E-06	3.03E-06	1.14E-05	0	6.53E-06	0	6.54E-06	2.15E-06	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_pluripotens	0	0	0	7.23E-06	0	0	7.27E-06	2.06E-06	0	2.22E-06	5.00E-06	0	4.95E-06	3.97E-06	3.99E-06	6.25E-07	1.51E-06	3.79E-06	5.71E-06	2.18E-06	0	1.64E-06	2.15E-06	0	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_prasinus	0	0	0	3.62E-06	1.61E-05	1.00E-05	0	6.17E-06	3.40E-06	0	5.00E-06	0	9.90E-06	0	2.00E-06	0	4.54E-06	0	0	2.18E-06	0	3.27E-06	2.15E-06	2.33E-05	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_pratensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90E-06	0	0	0	1.64E-06	0	9.98E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_pristinaespiralis	0	6.81E-06	5.59E-06	5.42E-06	0	0	0	6.17E-06	6.81E-06	2.96E-06	7.50E-06	0	0	3.97E-06	5.99E-06	1.25E-06	6.06E-06	3.79E-06	0	6.53E-06	0	6.54E-06	6.46E-06	6.65E-06	1.02E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_puniciscabiei	0	6.81E-06	5.59E-06	3.62E-06	8.03E-06	1.00E-05	0	4.11E-06	0	2.96E-06	1.25E-05	0	9.90E-06	0	3.99E-06	1.25E-06	3.03E-06	1.90E-06	0	4.35E-06	0	4.91E-06	4.30E-06	1.66E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_qaidamensis	0	0	1.68E-05	3.62E-06	8.03E-06	0	3.63E-06	2.06E-06	0	1.48E-06	5.00E-06	0	4.95E-06	0	3.99E-06	0	1.51E-06	7.58E-06	2.28E-05	0	0	6.54E-06	1.08E-05	1.66E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_rimosus	0	6.81E-06	0	1.81E-06	0	1.00E-05	7.27E-06	0	3.40E-06	3.70E-06	1.00E-05	0	4.95E-06	0	7.98E-06	6.25E-07	3.03E-06	5.69E-06	0	2.18E-06	0	9.81E-06	6.46E-06	1.66E-05	1.54E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_rochei	0	0	5.59E-06	1.08E-05	0	5.00E-06	7.27E-06	0	1.02E-05	5.92E-06	2.50E-06	0	4.95E-06	0	0	1.88E-06	3.03E-06	0	0	1.09E-05	0	1.64E-06	6.46E-06	3.33E-06	1.28E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_roseochromogenus	0	6.81E-06	1.12E-05	5.42E-06	2.41E-05	2.00E-05	7.27E-06	8.23E-06	1.70E-05	2.96E-06	1.50E-05	0	4.95E-06	3.97E-06	2.00E-06	1.25E-06	7.57E-06	1.90E-06	0	0	0	8.18E-06	4.30E-06	1.33E-05	1.02E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_rubrolavendulae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35E-06	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sampsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03E-06	0	0	0	0	0	2.15E-06	3.33E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_scabiei	0	0	1.68E-05	1.45E-05	0	4.00E-05	1.82E-05	1.65E-05	1.02E-05	1.11E-05	1.50E-05	6.01E-05	1.98E-05	2.78E-05	5.99E-06	4.38E-06	1.82E-05	3.79E-06	2.85E-06	4.35E-06	0	3.27E-06	1.51E-05	5.99E-05	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_seoulensis	0	0	0	0	0	5.00E-06	0	2.06E-06	3.40E-06	7.40E-07	2.50E-06	0	0	3.97E-06	3.99E-06	1.88E-06	0	1.90E-06	0	2.18E-06	0	3.27E-06	0	1.33E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._11-1-2	0	0	0	0	0	0	0	0	0	7.40E-07	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	0	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._2114.2	0	0	0	0	0	0	0	0	0	7.40E-07	2.50E-06	0	0	0	0	6.25E-07	0	1.90E-06	2.85E-06	2.18E-06	0	0	0	0	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._2323.1	0	0	0	5.42E-06	0	2.00E-05	1.45E-05	6.17E-06	3.40E-06	2.96E-06	2.00E-05	0	4.95E-06	0	3.99E-06	3.13E-06	1.06E-05	5.69E-06	5.71E-06	2.18E-06	0	1.14E-05	6.46E-06	4.99E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-06	6.25E-07	1.51E-06	0	8.56E-06	0	0	6.54E-06	4.30E-06	0	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._3214.6	0	0	0	7.23E-06	8.03E-06	1.50E-05	0	1.03E-05	1.70E-05	7.40E-07	2.00E-05	0	0	3.97E-06	0	1.25E-06	6.06E-06	1.33E-05	0	2.18E-06	0	9.81E-06	4.30E-06	2.66E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._769	0	6.81E-06	0	0	8.03E-06	0	0	6.17E-06	6.81E-06	0	5.00E-06	0	1.48E-05	0	3.99E-06	6.25E-07	9.09E-06	5.69E-06	0	1.09E-05	0	6.54E-06	4.30E-06	1.66E-05	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._ADI95-16	0	0	0	3.62E-06	0	5.00E-06	0	2.06E-06	0	7.40E-07	1.00E-05	0	0	3.97E-06	2.00E-06	0	4.54E-06	1.90E-06	0	0	0	1.64E-06	4.30E-06	0	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._C8S0	0	6.81E-06	1.68E-05	5.42E-06	8.03E-06	0	7.27E-06	2.06E-06	3.40E-06	1.48E-06	1.00E-05	0	0	3.97E-06	1.20E-05	2.50E-06	1.51E-06	0	0	0	0	4.91E-06	4.30E-06	2.00E-05	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CB09001	0	6.81E-06	0	3.62E-06	8.03E-06	0	0	0	0	2.96E-06	0	0	0	0	0	6.25E-07	6.06E-06	1.90E-06	0	6.53E-06	0	1.64E-06	0	3.33E-06	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CC0208	0	0	0	3.62E-06	0	0	0	0	0	7.40E-07	5.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CCM_MD2014	0	6.81E-06	0	0	8.03E-06	0	0	8.23E-06	6.81E-06	1.48E-06	1.50E-05	0	0	3.97E-06	3.99E-06	6.25E-07	3.03E-06	0	0	0	0	4.91E-06	0	0	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CdTB01	0.000151378	6.81E-06	0	7.23E-06	0	0	3.63E-06	1.03E-05	0	5.18E-06	1.50E-05	0	9.90E-06	7.94E-06	7.98E-06	8.75E-06	4.54E-06	5.69E-06	2.85E-06	2.18E-06	0	8.18E-06	4.30E-06	4.66E-05	7.68E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CFMR_7	0	6.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-06	6.25E-07	0	0	0	0	0	4.91E-06	0	3.33E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CLI2509	0	0	0	0	0	0	0	0	3.40E-06	7.40E-07	2.50E-06	0	0	0	0	0	1.51E-06	3.79E-06	0	0	0	0	4.30E-06	0	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CMB-StM0423	0	1.36E-05	0	9.04E-06	1.61E-05	5.00E-06	1.09E-05	2.06E-06	0	1.48E-06	1.25E-05	0	0	3.97E-06	5.99E-06	6.25E-07	9.09E-06	1.90E-06	0	0	0	6.54E-06	4.30E-06	3.66E-05	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._CNQ-509	0	0	0	0	0	0	0	4.11E-06	0	7.40E-07	2.50E-06	0	0	0	5.99E-06	0	3.03E-06	0	0	0	0	3.27E-06	2.15E-06	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._DUT11	0	0	5.59E-06	0	0	0	0	0	0	0	2.50E-06	0	0	0	3.99E-06	0	1.51E-06	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._endophyte_N2	0	6.81E-06	0	9.04E-06	8.03E-06	1.00E-05	0	2.06E-06	3.40E-06	0	5.00E-06	0	0	0	3.99E-06	1.88E-06	7.57E-06	3.79E-06	0	0	0	1.64E-06	0	9.98E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._fd1-xmd	0	6.81E-06	1.12E-05	1.27E-05	8.03E-06	5.00E-06	2.54E-05	1.23E-05	1.70E-05	0	2.25E-05	0	4.95E-06	0	1.40E-05	8.75E-06	4.54E-06	1.71E-05	8.56E-06	2.18E-06	0	1.14E-05	1.29E-05	3.99E-05	1.28E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._FR-008	0	0	0	0	0	0	0	0	0	0	2.50E-06	0	0	0	2.00E-06	0	1.51E-06	0	0	0	0	0	2.15E-06	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._GBA_94-10	0	0	0	1.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._GGCR-6	0	0	5.59E-06	1.08E-05	0	1.00E-05	7.27E-06	0	6.81E-06	1.48E-06	1.00E-05	0	0	3.97E-06	5.99E-06	1.88E-06	3.48E-05	3.79E-06	2.85E-06	8.71E-06	0	4.91E-06	6.46E-06	3.33E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._Go-475	0	0	5.59E-06	1.08E-05	1.61E-05	0	0	0	0	2.22E-06	1.25E-05	0	0	0	3.99E-06	6.25E-07	7.57E-06	5.69E-06	0	2.18E-06	0	1.47E-05	2.15E-06	0	5.12E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._GSSD-12	0	6.81E-06	0	5.42E-06	8.03E-06	1.00E-05	7.27E-06	2.06E-06	3.40E-06	2.96E-06	1.75E-05	6.01E-05	9.90E-06	0	1.80E-05	3.75E-06	6.06E-06	7.58E-06	0	1.09E-05	0	1.31E-05	2.15E-06	6.65E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._GY16	0	6.81E-06	5.59E-06	1.81E-06	8.03E-06	1.00E-05	1.82E-05	4.11E-06	0	7.40E-07	1.75E-05	0	0	3.97E-06	3.99E-06	3.13E-06	9.09E-06	5.69E-06	0	8.71E-06	0	1.31E-05	2.15E-06	4.66E-05	2.30E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._ICC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-06	0	0	0	0	0	0	2.15E-06	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._KPB2	0	0	0	0	0	5.00E-06	3.63E-06	0	0	1.48E-06	0	0	0	3.97E-06	0	0	1.51E-06	0	5.71E-06	0	0	4.91E-06	0	3.33E-06	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._M2	0	0	0	5.42E-06	2.41E-05	0	3.63E-06	6.17E-06	0	7.40E-07	1.75E-05	6.01E-05	1.48E-05	0	0	6.25E-07	7.57E-06	3.79E-06	0	0	0	4.91E-06	2.15E-06	0	1.79E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._M56	0	0	0	1.81E-06	0	5.00E-06	3.63E-06	2.06E-06	0	7.40E-07	5.00E-06	0	4.95E-06	0	0	0	0	1.90E-06	0	2.18E-06	0	0	0	1.33E-05	1.02E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._Mg1	0	0	5.59E-06	1.08E-05	0	5.00E-06	7.27E-06	8.23E-06	0	0	2.50E-05	0	4.95E-06	3.97E-06	5.99E-06	6.25E-07	7.57E-06	5.69E-06	2.85E-06	6.53E-06	0	4.91E-06	2.15E-06	2.99E-05	1.02E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._MK-45	0	0	0	5.42E-06	0	0	1.09E-05	2.06E-06	3.40E-06	0	5.00E-06	0	4.95E-06	0	2.00E-06	3.75E-06	6.06E-06	0	2.85E-06	4.35E-06	0	3.27E-06	1.51E-05	0	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._MOE7	0	6.81E-06	0	1.81E-06	0	0	0	0	0	7.40E-07	5.00E-06	0	0	0	2.00E-06	6.25E-07	0	0	0	0	0	4.91E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._NEAU-S7GS2	0	0	0	1.81E-06	8.03E-06	5.00E-06	3.63E-06	4.11E-06	0	0	5.00E-06	0	0	0	3.99E-06	4.38E-06	3.03E-06	7.58E-06	2.85E-06	6.53E-06	0	4.91E-06	0	6.65E-06	1.28E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._P3	0	6.81E-06	5.59E-06	1.81E-06	8.03E-06	5.00E-06	0	2.06E-06	0	4.44E-06	5.00E-06	0	9.90E-06	7.94E-06	0	3.13E-06	7.57E-06	0	2.85E-06	6.53E-06	0	4.91E-06	2.15E-06	3.33E-06	2.56E-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._PAMC_26508	0	0	5.59E-06	0	0	0	3.63E-06	2.06E-06	0	7.40E-07	5.00E-06	0	0	3.97E-06	0	1.25E-06	0	0	0	6.53E-06	0	1.64E-06	0	0	0
