#NAME	SRR13061234	SRR13061235	SRR13061236	SRR13061237	SRR13061238	SRR13061239	SRR13061240	SRR13061241	SRR13061242	SRR24889334	SRR24889335	SRR24889336	SRR24889338	SRR24889339	SRR24889340	SRR24889341	SRR24889342	SRR24889343	SRR24889344	SRR24889345	SRR24889346	SRR24889347	SRR24889349	SRR24889350	SRR24889351
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Intestinibaculum;s__Intestinibaculum_porci	0	6.81E-06	6.15E-05	2.35E-05	2.41E-05	5.00E-06	1.09E-05	2.06E-05	6.81E-06	2.96E-06	5.25E-05	0	9.90E-06	3.18E-05	1.80E-05	9.38E-06	1.82E-05	1.33E-05	2.85E-06	2.39E-05	0	1.31E-05	4.30E-06	1.66E-05	2.81E-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longibaculum;s__Longibaculum_sp._KGMB06250	0	4.09E-05	2.24E-05	9.04E-06	0	5.00E-06	1.09E-05	4.11E-06	6.81E-06	5.18E-06	1.00E-05	0	1.48E-05	1.59E-05	1.20E-05	2.50E-06	9.09E-06	9.48E-06	0	2.18E-06	0	9.81E-06	4.30E-06	3.33E-06	5.12E-06
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sp._H121	0	6.81E-06	5.59E-05	3.25E-05	1.61E-05	2.50E-05	1.45E-05	8.23E-06	1.02E-05	2.14E-05	2.75E-05	6.01E-05	1.98E-05	2.78E-05	2.40E-05	2.56E-05	1.06E-05	1.33E-05	2.85E-06	1.52E-05	0	1.80E-05	4.30E-06	1.66E-05	2.56E-05
k__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordales;f__Limnochordaceae;g__Limnochorda;s__Limnochorda_pilosa	0	0	1.12E-05	7.23E-06	8.03E-06	5.00E-06	0	0	3.40E-06	0	5.00E-06	0	0	3.97E-06	7.98E-06	2.50E-06	4.54E-06	0	0	2.18E-06	0	3.27E-06	4.30E-06	1.33E-05	2.56E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_fermentans	0	0	1.12E-05	1.63E-05	0	1.00E-05	0	2.06E-06	3.40E-06	1.48E-06	1.50E-05	0	4.95E-06	3.97E-06	9.98E-06	9.38E-06	9.09E-06	3.79E-06	0	1.52E-05	0	6.54E-06	0	2.00E-05	5.12E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini	0	2.04E-05	0	2.53E-05	8.03E-06	1.50E-05	1.45E-05	6.17E-06	1.36E-05	1.48E-06	1.75E-05	6.01E-05	4.95E-06	1.99E-05	2.00E-05	1.44E-05	1.51E-05	9.48E-06	0	6.53E-06	5.68E-05	1.31E-05	2.15E-06	2.00E-05	5.12E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_faecium	0	0	0	7.23E-06	0	5.00E-06	0	0	3.40E-06	7.40E-07	2.50E-05	0	1.48E-05	0	0	5.00E-06	0	1.90E-06	0	2.18E-06	0	4.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_succinatutens	0	0	0	0	0	1.50E-05	7.27E-06	2.06E-06	1.02E-05	0	1.00E-05	0	4.95E-06	0	5.99E-06	3.75E-06	4.54E-06	1.90E-06	2.85E-06	4.35E-06	0	8.18E-06	0	3.33E-06	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_hypermegale	0	2.04E-05	3.35E-05	3.80E-05	2.41E-05	5.00E-06	2.91E-05	1.03E-05	3.74E-05	9.61E-06	3.50E-05	0	9.90E-06	3.97E-05	2.40E-05	7.50E-06	1.82E-05	1.90E-06	0	2.18E-05	0	2.13E-05	2.15E-06	2.00E-05	2.05E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_ruminantium	0	1.36E-05	3.91E-05	4.70E-05	4.01E-05	1.50E-05	2.18E-05	8.23E-06	1.70E-05	2.22E-06	4.25E-05	0	4.95E-06	1.99E-05	3.59E-05	2.19E-05	1.36E-05	9.48E-06	2.85E-06	3.05E-05	0	6.54E-06	8.61E-06	0.000103088	3.33E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sp._oral_taxon_126	0.000151378	0.000429082	0.000715584	0.002965154	0.000625978	0.000404925	0.000548784	0.000189233	0.000646597	5.18E-05	0.000800404	0.002462462	0.000668065	0.000186639	0.000958118	0.000327529	0.000416516	0.000591309	4.00E-05	0.001987721	0	0.000284542	3.44E-05	0.000681711	0.000890342
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sp._oral_taxon_136	0	0.000129406	0.000145353	0.001930966	0.000650054	0.001229772	0.001250209	0.000349669	0.001984032	7.69E-05	0.002018519	0.001741742	0.000227637	0.00045667	0.002343398	0.000606928	0.00221435	0.000369568	5.71E-06	0.004844117	0.000170271	0.000701543	4.09E-05	0.002247983	0.000749627
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sp._oral_taxon_478	0	0.000156649	0.000106219	0.002681295	0.000810561	0.001714683	0.001573664	0.000440172	0.002450263	0.000120545	0.002548787	0.002822823	0.00014351	0.000663164	0.002848406	0.000775068	0.003000429	0.000566671	1.14E-05	0.00655752	0.000227028	0.000786579	6.46E-06	0.003152497	0.000772653
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sp._oral_taxon_920	0	0.000313298	0.000385744	0.002296186	0.000304964	0.000354934	0.000447022	0.000154266	0.000585341	4.44E-05	0.000662835	0.001441441	0.000390942	0.0001509	0.000674675	0.000220644	0.000324125	0.000259645	2.00E-05	0.001232256	5.68E-05	0.000168436	5.38E-05	0.000615202	0.000465639
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sputigena	0	0.000469947	0.000402516	0.002406476	0.000433369	0.000474912	0.000748672	0.000287963	0.001633509	4.29E-05	0.000872941	0.004804805	0.000287021	0.001393836	0.002732633	0.000518796	0.001154128	0.000517395	5.71E-06	0.002151006	5.68E-05	0.000188059	0.000101155	0.000774823	0.001371331
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Methylomusa;s__Methylomusa_anaerophila	0	6.81E-06	1.68E-05	1.45E-05	1.61E-05	5.00E-06	7.27E-06	8.23E-06	0	0	1.00E-05	0	0	7.94E-06	1.40E-05	5.00E-06	9.09E-06	1.90E-06	0	1.09E-05	0	3.27E-06	0	9.98E-06	5.12E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;s__Pelosinus_fermentans	0	2.72E-05	2.24E-05	3.98E-05	8.03E-06	0	2.54E-05	4.11E-06	4.42E-05	9.61E-06	2.00E-05	0	9.90E-06	2.78E-05	2.59E-05	8.75E-06	1.51E-05	1.52E-05	0	1.74E-05	5.68E-05	9.81E-06	6.46E-06	1.66E-05	7.68E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;s__Pelosinus_sp._UFO1	0	6.81E-06	3.91E-05	3.07E-05	0	1.00E-05	2.91E-05	2.06E-05	1.02E-05	2.22E-06	2.00E-05	0	1.98E-05	3.18E-05	2.59E-05	1.19E-05	2.12E-05	9.48E-06	2.85E-06	1.74E-05	0	1.31E-05	0	9.98E-06	4.09E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa_termitida	0	6.81E-06	1.12E-05	2.35E-05	0	1.00E-05	7.27E-06	1.03E-05	6.81E-06	5.18E-06	3.00E-05	0	9.90E-06	1.59E-05	5.99E-06	2.50E-06	1.06E-05	1.14E-05	2.85E-06	1.52E-05	5.68E-05	8.18E-06	4.30E-06	2.66E-05	7.68E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_pneumosintes	0.000151378	0.000749191	0.006915444	0.002332347	8.03E-05	0.000294945	0.000995806	0.000343498	0.003617541	1.85E-05	0.000422713	0.002582583	0.000202894	9.13E-05	0.000205596	0.000121886	1.00E-04	8.91E-05	8.56E-06	0.000293913	0	0.000124283	1.51E-05	0.00035582	0.011280225
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_sp._5BBH33	0.000151378	0	0	1.81E-06	0	0	3.63E-06	0	0	0	0	0	0	0	0	0	3.03E-06	0	0	2.18E-06	0	0	2.15E-06	0	5.12E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_sp._Marseille-P5638	0	0	5.59E-06	0	8.03E-06	5.00E-06	0	2.06E-06	3.40E-06	0	0	0	4.95E-06	0	2.00E-06	0	1.51E-06	0	0	0	0	1.64E-06	0	0	2.56E-06
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_elsdenii	0	2.72E-05	4.47E-05	0.000133794	9.63E-05	0.000139974	7.27E-06	2.06E-06	2.38E-05	7.40E-07	0.000437721	0.00012012	1.48E-05	5.16E-05	0.000225557	4.56E-05	0.000207501	1.71E-05	2.85E-06	0.000150222	5.68E-05	0.000188059	6.46E-06	0.000179573	2.56E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_hexanoica	0	6.81E-06	4.47E-05	0.000142834	7.22E-05	7.50E-05	3.27E-05	4.11E-06	1.70E-05	2.22E-06	0.000465235	0.00012012	2.47E-05	2.78E-05	0.000155694	4.44E-05	0.000166606	3.79E-05	0	0.000167639	0	0.000165165	0	0.000216152	3.58E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_stantonii	0	6.81E-06	6.15E-05	0.000213346	0.00012038	0.000124977	7.27E-06	1.23E-05	3.40E-05	2.22E-06	0.000582794	0.00018018	3.46E-05	5.16E-05	0.000279451	7.81E-05	0.000189325	3.79E-05	0	0.00025037	0	0.000222401	1.08E-05	0.00027601	3.84E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica	0.009990917	0.003132981	0.022009783	0.018280898	0.033947273	0.028969641	0.026258023	0.004889196	0.065119144	0.001800776	0.033254293	0.015795796	0.00351353	0.017945144	0.028651728	0.022074445	0.068075348	0.005172058	0.002900065	0.068337978	0.005959476	0.0401564	0.000161417	0.052940668	0.020393439
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_dispar	0.013472601	0.005550826	0.011359888	0.026254269	0.029316641	0.007828552	0.012055067	0.007754425	0.025816244	0.006985679	0.045935698	0.009309309	0.01441042	0.009697287	0.04582001	0.011113479	0.04697087	0.016329223	0.016304301	0.024052948	0.008286509	0.03438543	0.000654277	0.017684577	0.016576225
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula	0.00983954	0.004665418	0.005752621	0.015590563	0.015994543	0.00610887	0.011971478	0.008972096	0.012659692	0.006256494	0.010047574	0.003123123	0.015182407	0.009057949	0.015277994	0.010184648	0.010780944	0.01235684	0.009219694	0.027227205	0.006072989	0.010423395	0.001170811	0.008443238	0.009568619
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_rodentium	0.000151378	0.000286055	0.000301887	0.000692472	0.000682156	0.000329939	0.001032149	0.000353783	0.000609163	0.000263276	0.000562784	0.0003003	0.00079673	0.000683019	0.000738549	0.00068381	0.000904218	0.000454853	0.00030542	0.001119046	0.000567569	0.000799661	4.52E-05	0.000651782	0.000307015
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae;g__Gottschalkia;s__Gottschalkia_acidurici	0	6.81E-06	5.03E-05	4.34E-05	8.03E-06	5.00E-06	3.63E-05	2.47E-05	1.70E-05	8.13E-06	7.50E-06	0	9.90E-06	1.59E-05	1.60E-05	2.06E-05	1.36E-05	5.69E-06	2.85E-06	4.35E-06	5.68E-05	9.81E-06	2.15E-06	6.65E-06	3.33E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_mediterraneensis	0	2.72E-05	0.000106219	0.00015549	8.03E-06	4.50E-05	9.81E-05	1.65E-05	4.76E-05	1.18E-05	6.25E-05	0.00018018	1.98E-05	3.18E-05	3.19E-05	2.81E-05	1.51E-05	1.90E-05	2.85E-06	2.39E-05	0	1.64E-05	4.30E-06	3.66E-05	0.000163741
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus_prevotii	0	6.81E-06	5.59E-05	4.34E-05	0	0	3.27E-05	1.44E-05	4.42E-05	1.04E-05	1.25E-05	0	9.90E-06	1.59E-05	2.20E-05	1.63E-05	9.09E-06	5.69E-06	0	2.18E-06	0	8.18E-06	2.15E-06	6.65E-06	1.79E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia_magna	0	8.17E-05	0.000162124	0.000101249	4.82E-05	3.00E-05	9.81E-05	3.91E-05	5.79E-05	3.33E-05	8.00E-05	6.01E-05	5.94E-05	6.75E-05	8.98E-05	5.63E-05	5.15E-05	2.27E-05	2.28E-05	7.84E-05	5.68E-05	3.60E-05	2.58E-05	4.32E-05	6.65E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella_vaginalis	0	3.41E-05	0.000128581	3.25E-05	2.41E-05	2.50E-05	2.18E-05	8.23E-06	7.49E-05	7.40E-07	6.00E-05	0	1.98E-05	2.38E-05	3.39E-05	1.75E-05	2.42E-05	9.48E-06	2.85E-06	3.92E-05	0	3.76E-05	6.46E-06	1.66E-05	7.93E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas_micra	0.001059643	0.006810829	0.00574144	0.003607001	0.000353116	0.001499723	0.002823873	0.001968431	0.012070949	0.001376281	0.001160586	0.009009009	0.003914369	0.001572533	0.003040029	0.001070719	0.000492246	0.001700013	7.42E-05	0.001071149	0.000397298	0.002425148	0.000546666	0.001805702	0.004855946
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_harei	0	1.36E-05	7.27E-05	4.34E-05	0	2.50E-05	2.54E-05	2.26E-05	6.81E-06	5.92E-06	4.00E-05	0	9.90E-06	2.78E-05	2.59E-05	3.06E-05	1.97E-05	1.14E-05	0	1.09E-05	0	1.96E-05	0	9.98E-06	2.05E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_ivorii	0	0	1.12E-05	7.23E-06	2.41E-05	1.00E-05	7.27E-06	4.11E-06	0	2.96E-06	1.75E-05	0	0	7.94E-06	7.98E-06	9.38E-06	4.54E-06	3.79E-06	0	1.31E-05	0	1.64E-06	6.46E-06	6.65E-06	1.28E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp._ING2-D1G	0	1.36E-05	5.03E-05	1.08E-05	3.21E-05	2.00E-05	1.45E-05	6.17E-06	6.81E-06	2.22E-06	7.50E-06	0	4.95E-06	1.19E-05	5.99E-06	6.25E-06	7.57E-06	1.90E-06	0	2.18E-06	0	1.14E-05	0	6.65E-06	1.54E-05
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Gudongella;s__Gudongella_oleilytica	0	4.09E-05	2.24E-05	2.17E-05	8.03E-06	5.00E-06	7.27E-06	0	3.40E-06	5.18E-06	2.00E-05	0	0	7.94E-06	2.20E-05	8.13E-06	7.57E-06	7.58E-06	2.85E-06	4.35E-06	0	4.91E-06	8.61E-06	6.65E-06	5.12E-06
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Sporanaerobacter;s__Sporanaerobacter_sp._JN28	0	1.36E-05	3.35E-05	2.35E-05	8.03E-06	2.00E-05	7.27E-06	1.03E-05	1.02E-05	6.66E-06	2.00E-05	0	4.95E-06	6.75E-05	3.39E-05	2.25E-05	7.57E-06	9.48E-06	2.85E-06	8.71E-06	0	3.27E-06	4.30E-06	3.33E-06	1.79E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_gonidiaformans	0	5.45E-05	0.001034242	6.51E-05	2.41E-05	5.00E-06	5.81E-05	1.65E-05	3.40E-06	1.04E-05	2.50E-05	0	3.46E-05	2.38E-05	3.59E-05	2.69E-05	1.51E-05	2.46E-05	8.56E-06	8.71E-06	0	8.18E-06	1.08E-05	0	2.05E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_hwasookii	0.000151378	0.001042057	0.00315863	0.002381163	0.000128406	0.000249954	0.001806261	0.00094205	0.0005411	0.000394174	0.000967989	0.000660661	0.006126408	0.000742585	0.000940154	0.001624518	0.000205986	0.000847164	6.85E-05	0.000846904	0.000227028	0.000156989	0.00035727	0.000216152	0.000826381
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_mortiferum	0.000151378	4.77E-05	7.27E-05	7.23E-05	2.41E-05	2.00E-05	4.36E-05	4.73E-05	1.70E-05	1.33E-05	3.50E-05	0	9.90E-06	3.18E-05	3.39E-05	6.88E-05	1.21E-05	3.60E-05	0	1.96E-05	0	2.29E-05	1.29E-05	1.66E-05	3.07E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_necrophorum	0	0.000265622	0.011069182	0.004588757	6.42E-05	6.00E-05	0.000141739	8.84E-05	0.000142932	4.36E-05	0.000190096	0.0003003	6.93E-05	0.00011516	0.000237533	0.0002869	6.82E-05	4.36E-05	1.14E-05	0.000111034	0	3.92E-05	4.30E-05	8.31E-05	0.000227702
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum	0.002573418	0.023218117	0.034895877	0.015599603	0.003194093	0.00529902	0.007057866	0.008186369	0.014031159	0.002217875	0.014159651	0.026906907	0.010510897	0.012874122	0.010541297	0.008747646	0.002246156	0.005914984	0.001053272	0.007508926	0.003518928	0.00265409	0.003818051	0.005570077	0.045655617
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_periodonticum	0.000756888	0.000565299	0.003164221	0.002493261	0.000160507	0.000554897	0.00208247	0.00202191	5.45E-05	0.001448756	0.001170591	0.001021021	0.001430155	0.00148517	0.001964142	0.004916683	0.001325278	0.00120536	0.00033111	0.00360533	0.000851354	0.000261648	0.000126981	0.000778148	0.000145832
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_pseudoperiodonticum	0.011353315	0.012552358	0.040888889	0.033204301	0.002134746	0.004689133	0.028838396	0.01957941	0.000445812	0.017898306	0.012501313	0.007507508	0.021016845	0.021761316	0.019723264	0.047114777	0.010496199	0.014428316	0.002317768	0.028814334	0.013508145	0.00295662	0.002733328	0.005822808	0.001734632
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_sp._oral_taxon_203	0.000151378	0.000374596	0.000967156	0.000640039	7.22E-05	8.50E-05	0.002100642	0.000125469	0.000255236	3.99E-05	0.000552779	0.002702703	0.000188048	0.000270031	0.000209588	0.000673809	4.39E-05	0.000104237	2.85E-06	0.000169816	0.000283785	3.60E-05	5.17E-05	7.65E-05	0.001100135
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_ulcerans	0	2.72E-05	0.0001174	6.33E-05	1.61E-05	2.50E-05	4.72E-05	1.65E-05	3.06E-05	1.18E-05	2.50E-05	0	3.46E-05	2.78E-05	1.80E-05	2.88E-05	2.42E-05	1.90E-05	5.71E-06	2.18E-05	0.000170271	3.60E-05	1.51E-05	2.33E-05	3.84E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_varium	0	4.77E-05	6.15E-05	7.23E-05	1.61E-05	2.00E-05	8.36E-05	3.70E-05	2.72E-05	8.87E-06	2.25E-05	6.01E-05	3.96E-05	5.96E-05	3.59E-05	3.94E-05	1.97E-05	1.90E-05	2.85E-06	1.74E-05	5.68E-05	1.96E-05	2.15E-05	2.00E-05	3.84E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter;s__Ilyobacter_polytropus	0	3.41E-05	2.24E-05	9.04E-06	1.61E-05	5.00E-06	1.82E-05	8.23E-06	1.70E-05	2.96E-06	1.25E-05	6.01E-05	0	1.59E-05	1.80E-05	1.06E-05	2.12E-05	5.69E-06	0	1.31E-05	0	1.14E-05	4.30E-06	1.33E-05	1.02E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_buccalis	0.000302755	0.000347352	7.27E-05	0.000925707	0.000337065	0.000279948	0.00035253	0.000115185	0.000370943	2.51E-05	0.000882946	0.00042042	0.000445377	0.000313712	0.001684691	0.000611304	0.000820915	0.001049952	0.000453849	0.000772882	0	0.000356495	0.000126981	0.000502138	0.000122806
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_goodfellowii	0	0.000177082	5.03E-05	8.68E-05	2.41E-05	8.50E-05	0.000127201	0.000160436	6.13E-05	0.000142731	0.000147575	0.00012012	0.000133613	0.000162813	0.000291428	0.000260023	0.000145402	8.34E-05	3.14E-05	6.10E-05	5.68E-05	3.60E-05	5.17E-05	5.65E-05	0.000145832
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_hofstadii	0	0.000156649	0.000122991	0.00020973	0.000128406	0.000264951	0.000334358	0.000242711	0.000370943	2.51E-05	0.000335169	0.00024024	0.000158356	0.000274002	0.000636749	0.00079257	0.00043772	0.000500338	0.000553753	0.001193068	5.68E-05	0.000196236	0.000228136	0.000425654	0.000102338
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_hongkongensis	0	0.00024519	0.000139762	0.000124753	0.000160507	0.000114979	0.000174448	0.000156323	0.000156545	3.77E-05	0.000180091	0.00018018	0.000301867	0.000214436	0.000560898	0.000436914	0.000302921	0.00017436	0.000228352	0.000452843	0	0.000186424	0.000159265	0.000292637	0.000130481
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_shahii	0.000151378	0.000129406	0.000162124	0.000260355	0.000112355	0.000499908	0.000239866	0.000133697	0.000537697	3.85E-05	0.000447726	0.00048048	8.41E-05	0.000504322	0.001085867	0.000823198	0.001054164	0.000282388	7.99E-05	0.000816424	0	0.000122647	4.52E-05	0.000974348	0.000120247
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_taxon_212	0.00121102	0.003078495	0.002230608	0.001768244	0.000312989	0.000609887	0.004364828	0.004531299	0.000510471	0.001422872	0.004972511	0.00036036	0.002791029	0.0044158	0.002083907	0.004637909	0.002558165	0.001925544	0.000639384	0.003413742	0.001532437	0.000534743	0.00138173	0.00059525	0.000209793
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_taxon_498	0.000454133	0.000122595	0.000106219	0.000527942	9.63E-05	0.000514905	0.000279843	0.000104901	0.000364136	2.66E-05	0.001575796	0.007087087	0.000123716	0.000369307	0.017587458	0.002941509	0.008363638	0.000191417	5.71E-05	0.000707568	0	0.001002438	6.24E-05	0.001150595	0.000250729
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_sp._oral_taxon_847	0.000151378	0.000143027	7.83E-05	0.000249507	0.000136431	0.000229957	0.000207157	9.67E-05	0.000282461	3.55E-05	0.000460232	0.001561562	5.44E-05	0.000301799	0.005095991	0.001396373	0.003619901	0.000312711	6.28E-05	0.001375947	0	0.000315613	4.30E-06	0.000535392	0.000150949
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_trevisanii	0.000756888	0.000422271	0.000408106	0.000479125	0.00034509	0.00042992	0.000537881	0.000324987	0.0005411	0.000105754	0.000690349	0.001141141	0.000207843	0.00053212	0.001475103	0.001602641	0.001370716	0.000604575	0.000239769	0.001589306	0.000113514	0.000317248	0.000262572	0.000738243	0.000266079
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_wadei	0.004238571	0.000973949	0.0025884	0.00386374	0.002423659	0.010198113	0.004495664	0.002462081	0.020429068	0.000244787	0.00667337	0.009429429	0.000475069	0.009105602	0.01819227	0.016704597	0.023132532	0.006767834	0.000556607	0.02600148	0.000851354	0.002148783	0.000230288	0.023713562	0.002067231
