#NAME	SRR24889296	SRR24889327	SRR24889328	SRR24889329	SRR24889330	SRR24889331	SRR24889332	SRR24889333	SRR29195097	SRR29195098	SRR29195099	SRR29195100	SRR29195101	SRR29195102	SRR29195103	SRR29195104
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus_donghaensis	6.01E-05	0	0	7.32E-06	7.20E-06	0	0	0	0	0	0.000125423	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_sp._PSBB021	1.20E-05	0	0	1.95E-05	0	5.30E-05	0	0	0	3.47E-05	0	8.08E-05	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Pseudolabrys|s__Pseudolabrys_taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._ORS_278	0	0	0	0	0	0	0	0	0	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae|g__Chelatococcus|s__Chelatococcus_sp._CO-6	0	0	0	0	0	0	0	0	0	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._YGD11-2	0	0	0	0	0	0	0	0	0	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_holmesii	0	0	0	0	0	0	0	0	0	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herminiimonas|s__Herminiimonas_arsenicoxydans	0	0	0	0	0	0	0	0	0	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_keratiniphila	0	8.53E-05	0	0	0	7.95E-05	0	0	0	3.47E-05	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_sp._K90mix	0	0	0	0	0	2.65E-05	0	0.000150682	0	0	0	0	2.22E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_halioticida	0	0	0	4.88E-06	7.20E-06	5.30E-05	0	0	0.000123122	0	0	0	1.11E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp._No._7	0	0	0	2.44E-06	0	0	0	0	4.10E-05	0	0	0	0.000155173	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Xenorhabdus|s__Xenorhabdus_poinarii	0	0	0	0	0	0	7.31E-05	0	0	0	0.000125423	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_cassavae	0	0	0	0.000109818	0	0	0	0	0	0	0	0	8.87E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_nova	0	0	0	1.46E-05	1.08E-05	0	0	0	0	0	0	0.000161603	1.11E-05	0	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	0	0	0	9.76E-06	0	2.65E-05	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__Altererythrobacter_sp._ZODW24	0	0	0	2.44E-06	0	0	0	0	0	0	0	0.000161603	3.33E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_xanthomarina	0	0	0	0.000158626	0	2.65E-05	0	0	0	0	0	0	0	0	1.17E-05	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0	0	7.32E-06	0	2.65E-05	0	0	8.21E-05	0	0	8.08E-05	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Psychromicrobium|s__Psychromicrobium_lacuslunae	3.61E-05	0	0	1.46E-05	3.60E-06	2.65E-05	0	0	0	3.47E-05	0	8.08E-05	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_herbicidovorans	0	8.53E-05	0	0	0	0	0	0	0	0	0	0	0.000110838	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_libanensis	0	0	0	3.17E-05	0	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_oryzae	1.20E-05	0	0	1.22E-05	0	0	0	0	0	3.47E-05	0.000125423	0	1.11E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_galilaeus	0	0	0	4.88E-06	0	2.65E-05	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_volucris	0	8.53E-05	0	0	0	0	0	7.53E-05	0	3.47E-05	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Xanthobacter|s__Xanthobacter_autotrophicus	0	0	0	0	0	0	7.31E-05	0	0	0	0	0	0.000121921	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Friedmanniella|s__Friedmanniella_luteola	0	0	0	7.32E-06	3.60E-06	0	0	0	0	0	0	0.000161603	2.22E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_varigena	0	0	0	1.22E-05	3.60E-06	2.65E-05	0	0	8.21E-05	6.94E-05	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_aurum	1.20E-05	0	0	9.76E-06	0	5.30E-05	0	0	4.10E-05	0	0	0	7.76E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter|s__Porphyrobacter_sp._YT40	0	0	0	0	0	0	0	0	0	0	0.000125423	0	6.65E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_urinaehominis	0	0	0	9.76E-06	3.60E-05	0	0.000146156	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0	9.76E-06	3.60E-06	5.30E-05	0	0	0	0	0.000125423	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_avium	2.41E-05	0	0	1.22E-05	0	0	0	0	0	0	0	0	0.000155173	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp._MM-1	0	0	0	9.76E-05	3.60E-06	0	0	0	0	3.47E-05	0	0	5.54E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Ruegeria|s__Ruegeria_pomeroyi	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0.000188424	0	0	0
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|s__Anaerolineaceae_bacterium_oral_taxon_439	0	0	0	3.90E-05	0	0	0	0	8.21E-05	6.94E-05	0	0	0	0	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_mayottensis	0	0	0	0	0	2.65E-05	0	0	0	0	0	0	0	0.000164042	0	0
d__Viruses|o__Caudovirales|f__Podoviridae|s__Pseudomonas_phage_vB_PaeP_Tr60_Ab31	0	0.00017059	0	1.95E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_hominis	0	0	0	2.44E-06	7.20E-06	0	0	0	0	6.94E-05	0	0	0.000110838	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_phosphorivorans	3.61E-05	0	0	2.44E-06	0	0	0	7.53E-05	4.10E-05	3.47E-05	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_altitudinis	0	8.53E-05	0	0	7.20E-06	0	7.31E-05	0	0	0	0	0	0	0	2.34E-05	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kutscheri	0	0	0	3.90E-05	3.60E-06	0	0.000146156	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._AntiMn-1	0.000132329	0	0	7.32E-06	1.44E-05	0	0	0	0	3.47E-05	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_oklahomensis	0	0	0	0	0	0	0	0	0	0	0	0	0.000188424	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_siamensis	0	0	0	0	0	2.65E-05	0	0.000150682	0	0	0	0	1.11E-05	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavivirga|s__Flavivirga_eckloniae	2.41E-05	0	0	0	0	2.65E-05	0	0	0	3.47E-05	0	8.08E-05	2.22E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Jatrophihabitans|s__Jatrophihabitans_sp._GAS493	0	0	0	0	0	2.65E-05	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cellulosilyticus	0	0	0	0	0	2.65E-05	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._GFAJ-1	2.41E-05	0	0	0	0	0	0	0	8.21E-05	0	0	8.08E-05	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_sp._YIM_10	0	0	0	2.44E-06	0	0	0	0	0	0	0	0.000161603	2.22E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Nitratireductor|s__Nitratireductor_sp._OM-1	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_granuli	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0.000164042	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_peraridilitoris	1.20E-05	0	0	0	0	0	0	0	4.10E-05	0	0	0	0.000133005	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_sp._NBAIMH1	0	0	0	2.20E-05	0	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_oligotrophicum	0	0	0	0	0	5.30E-05	0	0	0	0	0	0	0.000133005	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._Bac332	1.20E-05	0	0	0	7.20E-06	0	0	0	4.10E-05	0	0.000125423	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_albus	2.41E-05	0	0	0	0	0	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta|s__Spirochaeta_perfilievii	2.41E-05	0	0	0	0	0	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0	0	0	1.71E-05	1.08E-05	0	0	7.53E-05	8.21E-05	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	0	0	0	0	3.60E-06	0	0.000146156	0	0	3.47E-05	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp._MMS17-SY117	0	0	0	0	0	0.000105952	0	0	0	0	0	0	6.65E-05	0	1.17E-05	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_soli	0	0	0	1.71E-05	0	0	0	0	4.10E-05	0	0.000125423	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp._JN500901	0	8.53E-05	0	9.76E-06	7.20E-06	0	0	0	0	6.94E-05	0	0	0	0	1.17E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_futsaii	1.20E-05	0	0	0	7.20E-06	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis_alba	0	0	0	2.44E-06	0	0	0	0	0	6.94E-05	0	0	0.000110838	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Jeotgalibaca|s__Jeotgalibaca_dankookensis	6.01E-05	0	0	9.76E-06	7.20E-06	0	0	0	8.21E-05	0	0	0	0	0	2.34E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_simplex	1.20E-05	0	0	2.44E-06	3.60E-06	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfotomaculum|s__Desulfotomaculum_ruminis	0	0	0	0	3.60E-06	0	0	0	4.10E-05	0	0.000125423	0	0	0	1.17E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	1.20E-05	0	0	0	1.44E-05	0	7.31E-05	0	8.21E-05	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Gillisia_sp._Hel1_33_143	0	0.00017059	0	7.32E-06	3.60E-06	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_vulnificus	0	0	0	0	0	0	0.000146156	0	0	3.47E-05	0	0	0	0	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_irradiatisoli	0	0	0	0	0	0	0	0	0	0	0.000125423	0	5.54E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__[Haemophilus]_ducreyi	0	0	0	2.93E-05	7.20E-05	7.95E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_pollinicola	1.20E-05	8.53E-05	0	2.44E-06	0	0	0	0	0	0	0	8.08E-05	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_pelagia	0	0	0	0.000131781	0	2.65E-05	0	0	0	0	0	0	2.22E-05	0	0	0
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Verrucomicrobium|s__Verrucomicrobium_sp._GAS474	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0.000166257	0	1.17E-05	0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_maripaludis	0	0	0	0	0	2.65E-05	7.31E-05	0	0	0	0	8.08E-05	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_sp._SO10	0	0	0	4.88E-06	0	0	0	0	0	0	0	0	1.11E-05	0.000164042	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Algibacter|s__Algibacter_alginicilyticus	0	0	0	4.88E-06	0	0	0	0	0	0	0	0	1.11E-05	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola|s__Salinicola_tamaricis	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0.00017734	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp._QXT-31	0	0	0	2.44E-06	0	0	0	0	4.10E-05	0	0	8.08E-05	5.54E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_violaceum	0	0	0	2.44E-05	0	0	0	0	0	0	0	0	0.000155173	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|s__[Pasteurella]_aerogenes	0	0	0	2.44E-05	0	0	7.31E-05	0	8.21E-05	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sabulinigri	0	0	0	5.12E-05	0	2.65E-05	0	0	0	3.47E-05	0	0	6.65E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_cyriacigeorgica	0	0	0	1.95E-05	0	0	7.31E-05	0	4.10E-05	0	0	0	4.43E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0	0	0	1.46E-05	0	2.65E-05	0	0	0	0	0.000125423	0	1.11E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_xylanexedens	3.61E-05	0	0	4.88E-06	1.08E-05	0	7.31E-05	0	4.10E-05	0	0	0	0	0	1.17E-05	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_hoagii	0	0	0	4.88E-06	0	0	0	0	0	0	0	0.000161603	1.11E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp._PAMC26645	0	0	0	2.44E-06	0	0	0	7.53E-05	0	0	0	0	9.98E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp._CBA3102	0	0	0	4.88E-06	0	2.65E-05	0.000146156	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Azorhizobium|s__Azorhizobium_caulinodans	0	0	0	0	0	0	0	0	0	0	0	0	0.00017734	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_suwonensis	2.41E-05	0	0	2.44E-06	0	0	0	0.000150682	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter|s__Maribacter_sp._T28	0	0	0	0	0	2.65E-05	0	0.000150682	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_polyisoprenivorans	0	0	0	7.32E-06	0	0	0	0	0	0	0.000125423	0	4.43E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii	0	0	0	7.32E-06	0	0	0	0	0	0	0.000125423	0	4.43E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Hungateiclostridium|s__Hungateiclostridium_thermocellum	0	0	0	0	3.60E-06	0	0	0	0	0	0	0.000161603	0	0	1.17E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._FJAT-25496	3.61E-05	0	0	7.32E-06	7.20E-06	5.30E-05	7.31E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Candidatus_Nanopelagicales|f__Candidatus_Nanopelagicaceae|g__Candidatus_Planktophila|s__Candidatus_Planktophila_versatilis	0	0	0	1.46E-05	0	0	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_defluvii	0	0	0	4.88E-06	7.20E-06	0	0	0	0.000164163	0	0	0	0	0	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Marinithermus|s__Marinithermus_hydrothermalis	1.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Dokdonia|s__Dokdonia_sp._MED134	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164042	1.17E-05	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_swuensis	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0.000164042	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barophilus	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Laribacter|s__Laribacter_hongkongensis	0	0	0	0	0	0	0	7.53E-05	0	0	0	0	9.98E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_nitrativorans	0	0	0	0	0	5.30E-05	0	0	0	0	0	0	0.000121921	0	0	0
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_laidlawii	2.41E-05	0	0	2.44E-06	1.08E-05	0	0	0	0	0	0.000125423	0	0	0	1.17E-05	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cochlearium	0	0	0	0	0	0	0	0.000150682	0	0	0	0	0	0	2.34E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_durus	0	0	0	9.76E-06	0	0	0	0	0	0	0	0	0	0.000164042	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Apibacter|s__Apibacter_sp._HY041	0	0	0	7.32E-06	0	0	0	0	4.10E-05	0	0.000125423	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanimicrobium|s__Xylanimicrobium_sp._FW10M-9	0	0	0	4.88E-06	7.20E-06	0	0	0	0	0	0	0.000161603	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_vaccinii	0	0	0	7.32E-06	0	0	0	0	0	0	0	0	0.000166257	0	0	0
