#NAME	SRR24889296	SRR24889327	SRR24889328	SRR24889329	SRR24889330	SRR24889331	SRR24889332	SRR24889333	SRR29195097	SRR29195098	SRR29195099	SRR29195100	SRR29195101	SRR29195102	SRR29195103	SRR29195104
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp._Kim5	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0	0	0.000930233
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa|s__Pleurocapsa_minor	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_macleodii	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0	0	0.000930233
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_heliotrinireducens	0	0	0.000748783	2.20E-05	1.44E-05	7.95E-05	7.31E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Coxiella_burnetii	0	0	0	0	7.20E-06	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Kozakia|s__Kozakia_baliensis	0	0	0	4.88E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Spongiibacter|s__Spongiibacter_sp._IMCC21906	0	0	0	4.88E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pannonibacter|s__Pannonibacter_phragmitetus	0	0	0	4.88E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	2.41E-05	0	0	4.88E-06	0	0.00013244	0	0	4.10E-05	0	0	0.000404008	0	0.000328084	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae	0	8.53E-05	0	0.000532006	0	5.30E-05	0	7.53E-05	0	0	0	0	0.000188424	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Ruminiclostridium|s__Ruminiclostridium_cellulolyticum	0	0	0	0	3.60E-06	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pla163	0	0	0	0	3.60E-06	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_lactucae	0	0	0	0	3.60E-06	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus_sp._Y42	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp._NCu2D-2	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Xenorhabdus|s__Xenorhabdus_hominickii	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_strongylocentroti	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_penetrans	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Salinibacterium|s__Salinibacterium_sp._CGMCC_1.16371	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Izhakiella|s__Izhakiella_sp._KSNA2	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_camporealensis	0	0	0	0.000192791	0	0	0.000657702	0	8.21E-05	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Auritidibacter|s__Auritidibacter_sp._NML130574	3.61E-05	0	0	8.05E-05	1.08E-05	2.65E-05	0.00036539	0	0	0	0.000250847	0.000161603	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Budviciaceae|g__Pragia|s__Pragia_fontium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._A4B17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp._P11G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|s__Thermoanaerobacterales_bacterium_SK-G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Viruses|o__Caudovirales|f__Myoviridae|s__Synechococcus_phage_S-SSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_fervens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae|g__Gloeobacter|s__Gloeobacter_kilaueensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_sp._MWYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_psychrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Entomoplasma_luminosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfallas|s__Desulfallas_gibsoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_californicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|s__endosymbiont_of_Acanthamoeba_sp._UWC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorhabdus|s__Halorhabdus_utahensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp._NIES-2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Boseongicola|s__Boseongicola_sp._CCM32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae|g__Sphaerobacter|s__Sphaerobacter_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum_lacusprofundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc_sp._'Lobaria_pulmonaria_(5183)_cyanobiont'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_geestiana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_tepidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella|s__Aquicella_siphonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_glaucescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus|s__Sphingorhabdus_sp._M41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia|s__Kordia_sp._SMS9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Viruses|o__Caudovirales|f__Myoviridae|s__Clostridium_phage_phiMMP04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_pratensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema_sp._NIES-4073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae|g__Fischerella|s__Fischerella_sp._NIES-4106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella_arvoryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae|g__Methylocystis|s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_sorsogonicusi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_sp._ABRDHK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930233
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_gallinarum	0	0	0.000748783	9.76E-06	7.20E-06	0	0	0	0	0	0.000125423	0	1.11E-05	0	2.34E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.000204509	0	0	4.15E-05	0.000179964	2.65E-05	0	0.000150682	8.21E-05	0	0	8.08E-05	0	0	0.000151965	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp._10022	0	0	0	3.90E-05	0.00010078	0.000105952	0.000292312	0	4.10E-05	3.47E-05	0.000250847	0	0	0	4.68E-05	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_caribensis	0	0	0	2.44E-06	0	0	0	0	0	0	0	0	0.000908869	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_genomosp._8	0	0	0	4.39E-05	0	0	0	0	0	0	0	0	0.000864534	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0	0.000748783	4.88E-06	0	2.65E-05	0	0	0	3.47E-05	0	8.08E-05	1.11E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_antarctica	0	0	0.000748783	0.000112258	0	0	0	0	0	0	0	0	4.43E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_fungivorans	0	0	0	2.44E-06	3.60E-06	0	0	0	0	0	0	0	0.000897785	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	0	0	0	4.88E-06	0	5.30E-05	0	0	0	0	0	0.000161603	1.11E-05	0.000656168	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_crocidurae	1.20E-05	0	0.000748783	0	0	0	0	7.53E-05	4.10E-05	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens	0.000192479	0	0	3.66E-05	9.00E-05	0.000105952	7.31E-05	0	0.000123122	0.000173617	0	0	0	0	8.18E-05	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0.00085345	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_nitrogenifigens	1.20E-05	0.00017059	0	2.44E-06	0	0	0	0	0	0	0	0	0	0.000656168	1.17E-05	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_arthrosphaerae	2.41E-05	0	0	4.88E-06	3.60E-06	0	0	0	0	0	0	0	0.000820199	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_ubonensis	0	0	0	0.000151304	0	0	0	0	0	0	0	0	0.000698278	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_novyi	0	0.00017059	0.000374392	0	0	0	0	0	4.10E-05	0	0	8.08E-05	1.11E-05	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_oleivorans	0	0	0.000748783	0	1.08E-05	0	0	0	8.21E-05	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_suwonensis	6.01E-05	0	0	2.44E-06	0	0	0	0	0	0	0	0	0.000121921	0.000656168	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_stuartii	0	0	0	0	0	2.65E-05	0.000657702	0.000150682	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp._HSISS1	3.61E-05	0	0	2.93E-05	0.000122376	2.65E-05	0	0	4.10E-05	0.000416681	0	0.000161603	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_sp._H567	0	0	0	0	0	0	0	0	0	0	0	0	0.000831283	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_sp._oral_taxon_894	0	0	0.000748783	1.46E-05	0	0	0	0	0	0	0	0	6.65E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_alkylphenolica	0	0	0	0.000256241	0	5.30E-05	0	0	0	0	0.000125423	0	6.65E-05	0.000328084	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_orientalis	0	0	0.000374392	0.000139102	0	0	0	0	0	0	0.000125423	0	2.22E-05	0.000164042	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella_enterica	0	0	0	2.44E-05	1.44E-05	0	0.000146156	0.000226023	0	3.47E-05	0	8.08E-05	0.000121921	0.000164042	1.17E-05	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_marmotae	0.000216539	0	0	8.30E-05	4.32E-05	0	7.31E-05	0	8.21E-05	0.00010417	0	0	0	0	0.000222103	0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Halorientalis|s__Halorientalis_sp._IM1011	0	0	0.000748783	0	0	0	0	7.53E-05	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._THAF7b	0	0	0	0.000275764	0	5.30E-05	0	0	0	0	0	0	0	0.000492126	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_sp._USMAHM13	0	0	0	0	0	0	0	0	0	0	0	0	0.000820199	0	0	0
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_jejuni	1.20E-05	8.53E-05	0.000374392	0	0	5.30E-05	0	0	0	0	0.000125423	0	0	0.000164042	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_australiense	0	0	0.000374392	0	1.08E-05	5.30E-05	0	0	0	3.47E-05	0	0.000323206	1.11E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_balearica	0	0	0	0.000175708	7.20E-06	5.30E-05	0	0	0	0	0.00037627	8.08E-05	8.87E-05	0	2.34E-05	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	3.61E-05	0	0.000374392	2.68E-05	3.60E-06	5.30E-05	7.31E-05	0	4.10E-05	6.94E-05	0	8.08E-05	4.43E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_sp._MN-17	0.000144359	0	0	2.93E-05	6.84E-05	5.30E-05	0	0	0	0	0.000250847	0.000242405	0	0	1.17E-05	0
d__Bacteria|p__Candidatus_Saccharibacteria|s__TM7_phylum_sp._oral_taxon_955	0	0	0.000374392	3.90E-05	3.60E-06	0	0	0	0	0.000138894	0	0.000242405	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_armeniaca	0	0	0	0	0	0	0	0	0	0	0	0	0.000798032	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_plantarii	0	0	0	0	0	0	0	0	0	0	0	0	0.000798032	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_tsuruhatensis	0	0	0	1.22E-05	0	0	0	0	0	0	0	0	0.000432267	0.000328084	2.34E-05	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lactis	0	0	0.000374392	2.44E-05	0	0	0	0	0	0	0	0	6.65E-05	0.000328084	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_canis	2.41E-05	0	0	3.90E-05	4.68E-05	0	0.000292312	0	0	0.00010417	0.000250847	0	0	0	3.51E-05	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_insecticola	0	0	0	4.88E-06	0	0	0	0	0	0	0	0	0.000786948	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_sp._B7	0	0	0	3.17E-05	0	5.30E-05	0	0	0	0	0	0	0.000698278	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_sp._SOS3	0	0	0	0	0	0	0	0	0	0	0	0	0.00076478	0	1.17E-05	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_lata	4.81E-05	0	0	1.22E-05	0	0	0	0	0	6.94E-05	0	0	0.000642859	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_alpinus	4.81E-05	0	0	2.20E-05	7.20E-06	5.30E-05	0	0	4.10E-05	0.00010417	0.000250847	0.000242405	0	0	0	0
d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human_betaherpesvirus_7	0	0	0.000748783	1.95E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Sphaerotilus|s__Sphaerotilus_natans	0	0	0	4.88E-06	0	2.65E-05	0	7.53E-05	0	0	0.000250847	0	0.0004101	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_azotoformans	1.20E-05	0.000426476	0	0.000178149	0	2.65E-05	0	0	0	3.47E-05	0	0	8.87E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_algae	0	0	0.000748783	2.44E-06	0	0	0	0	0	0	0	0	0	0	1.17E-05	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Verminephrobacter|s__Verminephrobacter_eiseniae	0	0	0	1.95E-05	0	0	0	0	0	0	0	0	0.000742613	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora_erythraea	0	0	0	0.000336774	0	0	0	0	0	0	0.000125423	0	0.000299262	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_actinomycetemcomitans	0	0	0	4.88E-05	6.48E-05	0.000238392	0.000146156	0	0.000123122	0.000138894	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._CMR12a	0	0.00017059	0	0.000322132	0	2.65E-05	0	0	4.10E-05	0	0	0	0.000199508	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella_sp._ND_6198	0	8.53E-05	0.000374392	1.46E-05	0	0	0	0.000150682	4.10E-05	6.94E-05	0	0	0	0	2.34E-05	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0	0	0.000748783	4.88E-06	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_simulans	2.41E-05	0	0.000374392	2.44E-06	1.08E-05	0	0	0	4.10E-05	3.47E-05	0	0.000242405	0	0	2.34E-05	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina	0	0	0.000748783	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia|s__Wolbachia_endosymbiont_of_Folsomia_candida	0	0	0.000748783	0	0	0	0	0	0	0	0	0	0	0	0	0
