#SampleID	002VWWX	004AWZY	004VWZY	006VHQK	027VYMX	031VPYH	036AXHM	036VXHM	040VYDY	047VLRL	083AYGC	083VYGC	086VHXM	110VZSZ	149VYYD	153VWG	155VCHJ	173VHJW	174LBQA	180VHMQ	189VXZJ	195VXXY	199VOZQ	206ZFDA	215ATKH	215VTKH	220VDXP	227AZMH	227VZMH	230VLSH	235VDBJ	243AHZH	243VHZH	287DJQA	309VHJD	322VCHL	325ALRY	325VLRY	331ALDY	331VLDY	342VCSL	347APZL	347VPZL	348VYQM	350VLYY	351AZDY	351VZDY	353VGSZ	354VPYM	357VLTS	358AWXC	358VWXC	359VYSH	361ATLX	361VTLX	362VLBJ	363VLH	364VCZ	366VZMY	367VWSY	370VLZW	371VTYJ	372VJHK	373VHXR	376VYKZ	377VHWH	379ALJJ	379VLJJ	384VCZL	388DHLA	388VDHL	390VNFD	392VWLL	393VZLH	395VGSQ	C001CJB	C002HHP	C003XYQ	C006LYH	C007XXZ	C008QLX	C009HHY	C010WL	C013MJH	C014LWG	C017YYM	C018LJP	C020LBJ	C022SMR	C024XHR	C025PCY	C026CBR	C031CQS	C034LJ	LR200116-0001	LR200116-0002_L4_1000002	LR200116-0003_L1_1000787	LR200116-0004_L1_1000734	LR200116-0005_L1_1000735	LR200116-0006_L1_1000736	LR200116-0008_L1_1000738	LR200116-0009_L1_1000739	LR200116-0010	LR200116-0011	LR200116-0012_L4_1000742	LR200116-0013_L1_1000743	LR200116-0014_L4_1000788	LR200116-0015_L4_1000789	LR200116-0016_L4_1000953	LR200116-0017_L4_1000954	LR200116-0018_L1_1000955	LR200116-0019_L1_1000956	LR200116-0020_L1_1000916	LR200116-0021_L1_1000957	LR200116-0023_L1_1001357	LR200116-0024_L1_1001404	LR200212-0001	LR200212-0002
K02340	0.297619	0	0	0.297619	1.21212	0.437173	0	1.323164	0	0.466184	0.794715	1.3413057	0	0	2.863719	0	0	0.408163	0	0	0	0	0	0.178231	0	0	0	0	0	0	0	0	0	0.298222	0	0	0.953935	0	0	0	0.2210142	0	0.355872	0.0320285	0.181159	2.81585	0	0	1.543159	0.297619	0	1.18599	0	0.0567633	0	1.524129	0	0	0	0	0	0	0	1.207483	0	0.529252	1.237291	0	0.835983	0	0	0	0	0	0	0	0	1.35057	0.394928	0	0.132859	0.362318	0	0.289251	0	1.111037	0.181159	0	0.385241	0	0	0	0	0.362319	0	0	0	0	0	0.176328	0.253623	0.355872	0	0	0	0	0	0.221239	0.181159	0	0.338936	0.840664	0.177936	0.177936	0	0	0	0
K11709	1	0	0	0	0	0.681481	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309598	0	0	0	0	0	0	0	1.386244	0	0	0.392593	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.75556	0	0	0	0	0	0	0	0	0	0	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K01489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01928	0	0	0	0	0	0	0	0.177536	0	0.343249	0.971685	0.579395	3.998276	0	0	0	0	0	0	0	0.11236	0	0	0	0	0	0	0.22472	0.742494	0	0	0	0	0	0	0	0.21526364	0.224719	0	0.25	0	0.2931838	0	0.50566	0	0	0	0	0	0	0	3.379297	0.937069	0	0	0.521732	0	0	0.343249	2	0	0	0	0	0	0.234742	0.2734091	0	0	0.463768	0	0	2.643869	0	0.339135	0	0	0.246377	0	0	0	0	3.418213	0.684755	0.11236	1.141719	0	0	0.443452	0.162547	0	0	0.114416	0.84775	0	0	0	0	0	0	0	2.865488	0	0	0	0	0	0	0.124345	0	0	0	0	0.768198	0	0.449439	0	0.11236
K00615	0	0	0	0	0	0.652111	0	0.218341	0	0.723435	2.741111	2.978192	0	0	0.198246	0	0	0	0	0	0	0.526316	2.61863	0	0	0.218341	0	2.35502	1.063302	0	0.457895	0	0	0	0	0.488372	0.655022	0	0	0.899179	0	0.436681	5.24017	0.366812	0	0.526316	0	0	0.263158	0	0	4.77573	0	0.726316	0.3042306	3.209608	0	0	0.218341	0.347619	0	0	0	3.329661	0	0	3.291261	0.998744	0	0.592431	0	0	6.742028	0	2.790767	0	0.27933	0.631579	0.510864	0.436682	0.677057	0	0.486172	1.19214	0.218341	0.978166	0	0	0.183486	0	0	0.0887918	0.103348	2.241294	0	0	0	0	0	0	0	4.119894	0	0	0	0	0	0	0.41896	0	0	0	0.760684	1.538173	0	1.349602	0	0
K02346	0	0.112613	0	0	0	0.12285	0	0.464268	0	0	0.00669643	1.745521	0	0	0	0	0	0.000768049	0	0.115207	0	0	0.225734	0.318471	0	0	0	0	0.324675	0	0	0	0.219048	0	0	0	0.121951	0	0	0.153846	0	0.0525526	0	0.160271	0	0.4168053	0	0	0	0	0	0.8915961	0.253807	0	0.336326	0.334821	0	0.225225	0	0	0.43572	0	0	0	0.111862	0	0.908339	0	0.10989	0	0	0	3.816032	0	0.112867	0.59677	0	0.357063	0	0.112867	0	0	0.252321	0.7484965	0.035533	4.04376676	0	0	0.112867	0.278652	0	0.112613	0	1.43392	0	0	0	0	0.225734	0	0	1.521612	0.212961	0	0	0.25	0	0	0.176339	0	0.349291	0.714286	0	0.112867	0	0.224973	0	0
K01929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06282	0.834356	0	0	0	0	1.611215	0	0	0	1.060606	2.331168	2.195545	0.740404	0	0.306748	0	0	0	0	0.30303	0.0484848	0	0	0	0	0	0	0.1969695	5.161982	0	0.0990099	0.306748	0.292929	0	0	0	1.030206	0	0.0777778	2.570865	0	0.2151514	3.745869	2.152528	0	0.0511247	0.356565	0	0	0.0515152	0	7.836438	0	0.368284	2.2102985	3.566492	0	0.343785	0	0.30303	0.658487	0.427273	0	1.897518	0	0	4.350763	1.563669	0	0.123232	0	0	12.283246	0	5.235361	0	0	0	0.613497	0.151515	0.4125397	0	2.888625	1.293557	1.461299	5.23993	0.226994	0	1.10322	0.48046	0	0	1.06061	1.81427	0	0	0	0	0.151515	0.687339	0	15.249069	0	0	0	0	0.605051	0	0	0	0	0	0	2.0265288	0	0.724638	0	0.151515
K01737	0	0	0	0	0	0	0	0	0	0	0.862434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22388	0	0	0	0	0	0	0	0.480952	0	0	0	0.407407	0	0	0	0	0	0	0	0	0	0	0.358209	0	0	0	0	0	0	0	0.517413	0	0	0	0	0	0	0	0	0.497355	0	0	0	0	0	0	0	0	1.44444	0.981126	0	0	0	0	0	0	0	0.956172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047619	0	0
K01924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02601	7.37726	0.992248	0	1.26357	4.11628	9.235135	0	47.220474	0	9.897091	33.060818	50.008385	8.304907	0	19.956094	0.997416	0.705426	10.1653835	0.7751942	2.056845	1.816981	0.366925	2.026284	8.04134	13.5426	1.780362	0	8.863048	8.589217	0	1.55039	1.8553	9.054265	3.51421	1.99483	3.108523	20.410523	0.883721	0.622739	14.951349	3.591735	8.72396	1.281654	13.622747	6.64858	42.36476	0	0	1.87339	2.416024	0	82.775322	0.361979	6.18088	7.592617	17.65633	0.209302	2.015946	1.100775	1.32558	33.78811	11.90009	4.379845	18.44235	14.56849	7.48579	43.23631	6.325577	2.266151	0.98708	0.103359	1.40568	91.4788	0.9741604	15.926857	18.909579	0.728682	11.020636	20.6641	3.509039	2.453064	5.511629	6.258402	8.344115	2.671835	48.345095	4.06977	1.68992	1.514212	4.602065	1.276486	1.940564	6.845402	28.73513	0.387597	0	0	0.294574	0.356589	0.302326	0	43.301997	0.656775	0.55814	0	1.0646	2.322634	0.607235	3.612855	1.29974	5.064599	1.26098	2.591734	9.025032	0	7.333329	0	0.390625
K01933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0745614	0.164474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552937	0.325733	0	0	0	0	0	0.343832	0	0	0	0	0.164474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16787	0.409278	0	0	0.255878	0	0.543478	0	6.230213	0	0.226244	1.323299	6.3450774	1.579914	0.0960452	1.791526	0	0	0.168776	0	0	0	0	0	0.978623	0.225738	0	0	0.488688	1.497869	0	0	0	0.4219843	0.134855	0.287105	0.330317	0.7226747	1.092286	0	0.452489	0.361323	0	0	1.61845	0.556223	1.310306	0	0	0.226244	0.316456	0	3.672191	0.7234975	0.329978	0.252102	0.663458	0	0	0	0.253164	0.646434	1.393434	0	0.207469	2.09466	0.2996652	1.0282921	0.6708171	0.179856	0.664352	0	0	2.254747	0	5.7223892	2.283339	0	0.209205	0.7207933	0.763375	0	0.759595	0	0.39790398	0.0253165	3.13342877	0.226244	0	1.0344816	0.108597	0.384472	0	0.895753	1.0921387	0	0	0	0.329978	0	0	0	6.6620324	0	0	0	0.424288	0.226244	0.21097	0.7216099	0	0.311203	0.668747	0	0.45098	0	0.103734	0	0
