dataSet,var,Species,Method,Estimate,Std.Error,t.value,p.value,Zscore,direction,PlotValue,Text
CAMEB2,FEV1pred_perc,Prevotella_melaninogenica,MASS::rlm,43.2467706160447,19.9671949394952,2.16589114029745,0.0312766991106721,2.15353445676978,1,2.15353445676978,+
CAMEB2,FEV1pred_perc,Staphylococcus_aureus,MASS::rlm,-6.45800938294906,15.3420734914969,-0.42093458791788,0.674168873535596,-0.42043339904209,-1,NA,NA
CAMEB2,FEV1pred_perc,Streptococcus_mitis,MASS::rlm,23.3998424799868,12.394343815044,1.8879452457648,0.0602054282990388,1.87928617561809,1,1.87928617561809,NA
CAMEB2,FEV1pred_perc,Streptococcus_oralis,MASS::rlm,65.2255862316059,20.3560379870897,3.20423779288354,0.00153242727246223,3.16847158637981,1,3.16847158637981,+
CAMEB2,FEV1pred_perc,Streptococcus_parasanguinis,MASS::rlm,33.5488643939646,22.2543740101498,1.50751777509731,0.132955914395574,1.50254694159663,1,1.50254694159663,NA
CAMEB2,FEV1pred_perc,Streptococcus_pneumoniae,MASS::rlm,53.3653710652598,20.6111333168991,2.5891526799987,0.0101921066248231,2.56924263865101,1,2.56924263865101,+
CAMEB2,FEV1pred_perc,Streptococcus_salivarius,MASS::rlm,23.1662077707612,15.4542347199692,1.49902005440794,0.135145414627566,1.49411557174902,1,1.49411557174902,NA
CAMEB2,FEV1pred_perc,Streptococcus_sp._HSISM1,MASS::rlm,19.1757555108473,22.0275798622976,0.870533922960302,0.384853944985674,0.868987541819593,1,NA,NA
CAMEB2,FEV1pred_perc,Streptococcus_sp._LPB0220,MASS::rlm,21.6531617197264,22.0362322959575,0.982616330637371,0.326757804898633,0.980665332654769,1,NA,NA
CAMEB2,FEV1pred_perc,Streptococcus_sp._oral_taxon_431,MASS::rlm,21.9177310935173,22.800188098844,0.961296064685913,0.337343425721433,0.959427502304462,1,NA,NA
CAMEB2,FEV1pred_perc,Veillonella_atypica,MASS::rlm,62.752794838659,18.5075061183457,3.39066724805535,0.00081162687773569,3.34879888210293,1,3.34879888210293,+
CAMEB2,FEV1pred_perc,Veillonella_dispar,MASS::rlm,66.6228625865411,24.820339641952,2.68420430774176,0.00776216509945207,2.66224372929571,1,2.66224372929571,+
CAMEB2,FEV1pred_perc,Veillonella_parvula,MASS::rlm,86.817697336175,18.719387457638,4.63784926363877,5.71094742151825e-06,4.53681754266948,1,4.53681754266948,+
CAMEB2,FEV1pred_perc,Neisseria_subflava,MASS::rlm,15.1396169992648,10.1934211547093,1.48523412988488,0.138756950867683,1.48043591657436,1,1.48043591657436,NA
CAMEB2,FEV1pred_perc,Haemophilus_influenzae,MASS::rlm,0.458157425278318,5.72730343149924,0.0799953120623094,0.936305759315063,0.079913868908435,1,NA,NA
CAMEB2,FEV1pred_perc,Haemophilus_parainfluenzae,MASS::rlm,41.6585777334391,15.92606359512,2.61574854857442,0.00945142812933008,2.5952785699945,1,2.5952785699945,+
CAMEB2,FEV1pred_perc,Moraxella_catarrhalis,MASS::rlm,13.0168421098376,12.2591713961863,1.06180439845119,0.289361563300211,1.05952321293021,1,NA,NA
CAMEB2,FEV1pred_perc,Pseudomonas_aeruginosa,MASS::rlm,-21.3809760263308,5.34587647325142,-3.99952676297563,8.38965591208008e-05,-3.93298762306166,-1,-3.93298762306166,-
CAMEB2,FEV1pred_perc,Pseudomonas_tolaasii,MASS::rlm,-13.7305269909644,12.1910430490691,-1.12627992007729,0.26114012603711,-1.12370044863152,-1,NA,NA
EMBARC,FEV1pred_perc,Schaalia_odontolytica,MASS::rlm,96.6015773532989,14.7915167912944,6.53087703690768,2.34339639964597e-10,6.33696207745664,1,6.33696207745664,+
EMBARC,FEV1pred_perc,Rothia_mucilaginosa,MASS::rlm,46.4934880767221,10.2047922783899,4.55604453362353,7.24283947237198e-06,4.48642441693223,1,4.48642441693223,+
