Species,971BRIDGE,914BRIDGE,937BRIDGE,DU0058,463GREEK,TT0017,TT0040,CH0038,TT0010,178VYDM,1053BRIDGE,TT0031,254VLXR,932BRIDGE,287VDJQ,110VZSZ,1047BRIDGE,086VHMX,80GREEK,867BRIDGE,894BRIDGE,74GREEK,CH0055,897BRIDGE,899BRIDGE,81GREEK,1140PBRIDGE,1119PBRIDGE,854BRIDGE,892BRIDGE,1199PBRIDGE,1082PBRIDGE,1069PBRIDGE,KL0007,SBE0009,TTS1141,TT0051,189VXZJ,TT0053,TH0007,TBE0011,370VLZW,CH0019,AL0004,1089PBRIDGE,1045BRIDGE,KL0041,TBS556,TBS467,TBS365,KL0039,KL0035,1198PBRIDGE,TBS387,918BRIDGE,KL0014,358VWXC,206AZFD,KL0043,DU0012,TT0029,CH0016,1037BRIDGE,1040BRIDGE,1038BRIDGE,SG0025,SBE0011,358AWXC,395VGSQ,AL0003,KL0042,CH0020,AL0002,TT0005,TBE0008,DU0071,DU0007,874BRIDGE,DU0083,SBE0008,TTS1149,902BRIDGE,1144PBRIDGE,CH0018,1116PBRIDGE,IT103,KL0012,KL0013,1057PBRIDGE,KL0006,TBS468,174ALBQ,361VTLX,KL0017,388ADHL,SG0006,1023BRIDGE,IT230,275VLSX,1131PBRIDGE,363VLH,860BRIDGE,TBS670,TTS1194,1166PBRIDGE,TTS1214,934BRIDGE,1167PBRIDGE,468GREEK,TBS349,SBE0018,SG0024,995BRIDGE,TBE0012,1005BRIDGE,881BRIDGE,1102PBRIDGE,869BRIDGE,DU0059,1048BRIDGE,957BRIDGE,978BRIDGE,872BRIDGE,905BRIDGE,959BRIDGE,TT0003,TBE0002,SBE0006,TTS1111,IT271,TBE0010,1162PBRIDGE,TT0067,TBS002,993BRIDGE,1196PBRIDGE,TTS1263,TBS035,TBS150,1076PBRIDGE,DU0017,1052BRIDGE,1171PBRIDGE,IT337,1014BRIDGE,TBS480,TTS1146,TBE0015,DU0074,71GREEK,1154PBRIDGE,946BRIDGE,859BRIDGE,92GREEK,IT311,IT309,1083PBRIDGE,KL0003,KL0011,TH0019,1026BRIDGE,DU0063,1178PBRIDGE,TT0048,TTS1115,1153PBRIDGE,1159PBRIDGE,TT0062,870BRIDGE,TT0033,TT0059,877BRIDGE,875BRIDGE,TT0011,TT0018,TT0015,KL0010,DU0034,DU0089,968BRIDGE,951BRIDGE,466GREEK,TT0019,TTS1170,961BRIDGE,967BRIDGE,TT0038,1030BRIDGE,85GREEK,CH0030,855BRIDGE,1050BRIDGE,KL0028,CH0006,KL0024,KL0002,462GREEK,KL0008,TTS1200,996BRIDGE,TT0025,DU0077,94GREEK,TBS165,940BRIDGE,TBS442,SG0002,TT0069,895BRIDGE,871BRIDGE,IT339,887BRIDGE,TT0043,1165PBRIDGE,TBS385,TT0014,976BRIDGE,KL0021,982BRIDGE,83GREEK,SG0003,CH0022,CH0039,1126PBRIDGE,908BRIDGE,927BRIDGE,77GREEK,988BRIDGE,1036BRIDGE,1009BRIDGE,1003BRIDGE,TTS1116,KL0031,989BRIDGE,78GREEK,DU0076,919BRIDGE,DU0005,955BRIDGE,TBS672,TT0030,1193PBRIDGE,KL0020,931BRIDGE,DU0004,1011BRIDGE,922BRIDGE,1044BRIDGE,CH0023,969BRIDGE,920BRIDGE,TBS664,896BRIDGE,890BRIDGE,972BRIDGE,TBE0006,1007BRIDGE,1035BRIDGE,TTS1301,1031BRIDGE,913BRIDGE,915BRIDGE,87GREEK,970BRIDGE,962BRIDGE,1132PBRIDGE,TBE0003,95GREEK,1106PBRIDGE,1108PBRIDGE,KL0004,93GREEK,893BRIDGE,1164PBRIDGE,853BRIDGE,1000BRIDGE,883BRIDGE,880BRIDGE,1073PBRIDGE,863BRIDGE,884BRIDGE,879BRIDGE,88GREEK,1049BRIDGE,886BRIDGE,945BRIDGE,865BRIDGE,987BRIDGE,1034BRIDGE,963BRIDGE,TTS1203,TTS1108,1095PBRIDGE,TBS466,1137PBRIDGE,1107PBRIDGE,1085PBRIDGE,C034LJ,1097PBRIDGE,C010WL,1018BRIDGE,TT0063,1062PBRIDGE,SG0001,966BRIDGE,1187PBRIDGE,TBE0009,916BRIDGE,SG0028,974BRIDGE,TTS1189,1136PBRIDGE,1121PBRIDGE,TTS1320,1093PBRIDGE,1134PBRIDGE,TTS1272,KL0023,314VLLY,379ALJJ,193VZXL,C025PCY,C026CBR,TBS006,C013MJH,TT0061,KL0016,928BRIDGE,901BRIDGE,469GREEK,1012BRIDGE,898BRIDGE,70GREEK,TBS277,82GREEK,903BRIDGE,958BRIDGE,942BRIDGE,1016BRIDGE,1006BRIDGE,76GREEK,861BRIDGE,981BRIDGE,891BRIDGE,1015BRIDGE,906BRIDGE,980BRIDGE,TTS1123,1091PBRIDGE,1190PBRIDGE,1094PBRIDGE,923BRIDGE,C024XHR,1060PBRIDGE,1133PBRIDGE,953BRIDGE,TTS1205,866BRIDGE,TTS1120,TTS1106,862BRIDGE,1160PBRIDGE,1013BRIDGE,1078PBRIDGE,TTS1204,938BRIDGE,1096PBRIDGE,IT381,1092PBRIDGE,1150PBRIDGE,990BRIDGE,929BRIDGE,1084PBRIDGE,TBS671,979BRIDGE,C018LJP,211VLT,227AZMH,036VXHM,342VCSL,063VWZB,190VFYK,139VLTW,317VYL,227VZMH,1004BRIDGE,230VLSH,031VPYH,C007XXZ,C031CQS,C008QLX,C022SMR,C002HHP,CH0035,1128PBRIDGE,SG0012,TBE0004,TT0042,TTS1188,CH0002,1033BRIDGE,TBS587,TBS559,1101PBRIDGE,TH0016,149VYYD,TBS461,SBE0010,73GREEK,C017YYM,1112PBRIDGE,TTS1210,1142PBRIDGE,1138PBRIDGE,IT254,CH0001,1070PBRIDGE,C009HHR,TBE0014,C014LWG,C001CJB,C003XYQ,C006LYH,377VHWH,C020LBJ,1124PBRIDGE,KL0037,TBS011,DU0013,KL0040,1191PBRIDGE,180VHMQ,KL0026,TBS153,TBS516,IT361,1054BRIDGE,TT0006,999BRIDGE,376VYKZ,SBE0007,1090PBRIDGE,083VYGC,TT0034,1105PBRIDGE,1180PBRIDGE,SBE0003,1100PBRIDGE,1088PBRIDGE,1059PBRIDGE,1168PBRIDGE,1197PBRIDGE,316VYJH,235VDBJ,1080PBRIDGE,1079PBRIDGE,1125PBRIDGE,1179PBRIDGE,IT11,1169PBRIDGE,DU0038,1188PBRIDGE,KL0018,TBE0013,461GREEK,1046BRIDGE,TTS1118,904BRIDGE,CH0050,1098PBRIDGE,153VWG,1067PBRIDGE,1099PBRIDGE,964BRIDGE,1141PBRIDGE,331ALDY,331VLDY,TT0021,038VLWS,IT338,79GREEK,926BRIDGE,IT323,364VCZ,TBS479,1176PBRIDGE,1157PBRIDGE,1184PBRIDGE,464GREEK,002VWWX,1042BRIDGE,86GREEK,287ADJQ,036AXHM,309VHJD,911BRIDGE,960BRIDGE,991BRIDGE,975BRIDGE,1122PBRIDGE,1151PBRIDGE,1118PBRIDGE,986BRIDGE,1077PBRIDGE,1058PBRIDGE,977BRIDGE,DU0002,SBE0012,IT85,949BRIDGE,243VHZH,361ATLX,004AWZY,195VXXY,TBS656,1115PBRIDGE,91GREEK,1010BRIDGE,943BRIDGE,TTS1330,1104PBRIDGE,TBS488,868BRIDGE,TBS663,TTS1160,TBS396,1001BRIDGE,354VPYM,188VZJH,214VGWJ,243AHZH,TBS668,973BRIDGE,956BRIDGE,954BRIDGE,1130PBRIDGE,027VYMX,TBS469,TTS1122,347APZL,350VLYY,858BRIDGE,1087PBRIDGE,921BRIDGE,TBS524,TBS435,220VDXP,DU0099,1146PBRIDGE,IT226,TTS1223,1020BRIDGE,1041BRIDGE,1068PBRIDGE,1051BRIDGE,TH0008,1039BRIDGE,992BRIDGE,1161PBRIDGE,947BRIDGE,933BRIDGE,925BRIDGE,IT202,1123PBRIDGE,1139PBRIDGE,TT0016,DU0010,TT0049,DU0019,1002BRIDGE,1111PBRIDGE,083AYGC,362VLBJ,DU0087,930BRIDGE,935BRIDGE,878BRIDGE,SBE0015,DU0064,KL0029,857BRIDGE,941BRIDGE,TTS1134,KL0036,917BRIDGE,89GREEK,TBE0005,997BRIDGE,1127PBRIDGE,950BRIDGE,1156PBRIDGE,1185PBRIDGE,004VWZY,1177PBRIDGE,348VYQM,322VCHL,353VGSZ,IT173,1065PBRIDGE,1147PBRIDGE,TH0017,965BRIDGE,TT0009,347VPZL,1071PBRIDGE,155VCHJ,1113PBRIDGE,215VTKH,1114PBRIDGE,1109PBRIDGE,1175PBRIDGE,351VZDY,IT261,1055BRIDGE,1194PBRIDGE,367VWSY,IT148,1103PBRIDGE,1148PBRIDGE,1143PBRIDGE,1183PBRIDGE,1182PBRIDGE,952BRIDGE,467GREEK,1195PBRIDGE,1173PBRIDGE,907BRIDGE,DU0047,TBS425,TBS160,TBS596,349VZNL,IT257,IT222,384VCZL,SBE0004,253VXXJ,IT315,TTS1212,1186PBRIDGE,325ALRY,250VSJJ,357VLTS,199VOZQ,373VHXR,470GREEK,1086PBRIDGE,TT0060,1152PBRIDGE,1117PBRIDGE,1074PBRIDGE,1061PBRIDGE,1172PBRIDGE,1129PBRIDGE,1075PBRIDGE,TBE0016,TBE0001,998BRIDGE,366VZMY,IT236,1081PBRIDGE,SG0031,1066PBRIDGE,393VZLH,388VDHL,390VNFD,040VYDY,392VWLL,1155PBRIDGE,1110PBRIDGE,TTS1131,TT0012,CH0012,1189PBRIDGE,KL0019,KL0025,1135PBRIDGE,KL0022,006VHQK,1063PBRIDGE,1170PBRIDGE,IT197,1043BRIDGE,939BRIDGE,873BRIDGE,KL0009,1181PBRIDGE,IT52,1072PBRIDGE,173VHJW,465GREEK,1024BRIDGE,1149PBRIDGE,90GREEK,75GREEK,994BRIDGE,1163PBRIDGE,1158PBRIDGE,TT0065,372VJHK,215ATKH,KL0027,TT0045,1174PBRIDGE,136VZXQ,371VTYJ,TBE0007,021VLSF,351AZDY,359VYSH,379VLJJ,338VHJY,1145PBRIDGE,325VLRY,206VZFD,319VLY,047VLRL,174VLBQ
others,0.859916772,0.768253959,0.818375278,0.65118748669,0.695924753,0.582644612,0.611570252,0.623931617,0.681818196,0.905991574,0.8737754829,0.9299921615,0.840796484,0.757932742,0.712374942,0.797687829,0.784785947,0.828120544,0.703638101,0.79958933056,0.80950594459,0.7897475087,0.824130909,0.787976018,0.870866253,0.7946540461,0.7573210483,0.741402686,0.7275551652,0.8131159171,0.6780612,0.650759194,0.6803742597,0.6558954205,0.781454507,0.7103925476,0.520388378,0.961266247,0.978843363,0.9317624392,0.9677355965,0.901899872,0.85781989,0.895238106,0.966592156,0.9742384566,0.962184848,0.98066491,0.9785312566,0.995264193,0.9886522218,0.996145158936,0.984993166,0.999025912206,0.9960224648,0.9825752335,0.912896733,0.941186148,0.886614145,0.895508403,0.919354826,0.943703277,0.8906110595,0.99330657752,0.939196025,0.9768928082,0.93551144,0.935731613,0.896960879,0.700873353,0.860927192,0.777777804,0.79213485,0.836137614,0.815690059,0.872146915,0.814774358,0.8736706748,0.931473611,0.884666751,0.95271759198,0.929207097,0.8627822693,0.949180891,0.867579906,0.5936345538,0.84418386499,0.8218373288,0.830093016,0.721346679,0.72706445028,0.693100968,0.510822922,0.595161248,0.510871176,0.6714766864,0.625206853,0.4640522905,0.560967493,0.7396251706,0.464448364,0.5866498609,0.4063191497,0.3683448843,0.46379361483,0.41406936124,0.44158188463,0.47127524952,0.3829141894,0.5891090393,0.6174456845,0.47088046087,0.4716851635,0.47305327994,0.4371323998,0.5943533048,0.5286612965,0.5239660281,0.39457823493,0.20835367558,0.563365995,0.644532986,0.606037707,0.433929875,0.4472686735,0.468290126,0.42176859241,0.38700581106,0.4063053735,0.4528487172,0.4741410719,0.61708843453,0.685063713,0.6250027823,0.64895444,0.511415522,0.397798771,0.42911465,0.589973564,0.424666475,0.51592615115,0.4571493964,0.660493848,0.572214595,0.459312873,0.7132000742,0.806306323,0.44514038872,0.542035151,0.6301381908,0.401236987,0.6689514098,0.4915469152,0.42980994766,0.60177862512,0.3922069161,0.35168,0.59094768885,0.47683972164,0.5479647124,0.4698454264,0.2772405072,0.316058771,0.441040806,0.31478544,0.50541905164,0.55379409738,0.5689628651,0.5236764053,0.4977632036,0.409767825,0.47664071236,0.47568066076,0.24563037561,0.24562553541,0.391252942,0.3214769005,0.28019549275,0.3901971874,0.438016517,0.5577504152,0.6275146404,0.5596976885,0.493131854,0.41111238855,0.4258659012,0.4089227244,0.485567404,0.52137831856,0.456273743,0.4506862422,0.5473675378,0.4310647179,0.484716145,0.287190870312,0.31454894551,0.254370873,0.3575706413,0.269729793,0.3025179739,0.22216697833,0.39486009354,0.428289633524,0.7583769437,0.84860625342,0.6786883514,0.561599171,0.7077454019,0.73440383619,0.4639919075,0.400794178,0.4890009257,0.338418632,0.378823049,0.384483103,0.312606379,0.2915560317,0.7897449502,0.7129114879,0.6546997876,0.659793804,0.573684218,0.450424919,0.418811946,0.517767796,0.541853068,0.5148380681,0.60207449957,0.514346433,0.48741957871,0.5561896585,0.466197197,0.44822179578,0.570432713,0.41788434,0.5207199226,0.61508406836,0.58510305229,0.609039898,0.516129025,0.41752850665,0.424384561,0.69229730292,0.643990965,0.682910138,0.64473339799,0.70188832,0.7165763038,0.582176844,0.721574687,0.68182987361,0.754260416,0.5957764378,0.694142148,0.676037429,0.65655201958,0.62789895988,0.60573476,0.478768563,0.4522346153,0.970481493,0.7438057348,0.8111473998,0.74471626072,0.77158893134,0.5656513555,0.447877679,0.4381948635,0.729867486,0.785996035,0.7150037427,0.7439655269,0.43127277265,0.5141490231,0.57219365619,0.53692690935,0.485205901,0.46136821025,0.59936190809,0.571788189,0.563302788,0.550485869,0.59634245746,0.6532650166,0.67233081,0.599585894,0.6127519496,0.65880866514,0.6399930127,0.71121068101,0.809567597,0.5486240876,0.730434791,0.638267844,0.420795705,0.40694298992,0.43831755344,0.349104413,0.42890737605,0.409802099,0.53417238184,0.41070251503,0.418345729,0.6559688633,0.47129712429,0.42040953525,0.4669170472,0.59167311899,0.628337536,0.5816021356,0.4174777825,0.364055311,0.435363694,0.5245975122,0.534942812,0.549723762,0.3862724356,0.6670463725,0.184567927,0.194208852,0.3257571183,0.371284631,0.395263474,0.318801521,0.398312147,0.475067724472,0.4698765656,0.4778162398,0.523451026484,0.4467754971,0.4261299978,0.512426603,0.526035148,0.369286999,0.4559929952,0.39246118,0.3572342424,0.319644475,0.436520434,0.359402092,0.59571427603,0.58257292,0.529436853,0.5943221858,0.5081352935,0.46927484082,0.4708479778,0.24831252699,0.4008173246,0.32270639356,0.418304289,0.5412079813,0.373041626,0.3362039278,0.274428235,0.66063772016,0.5440373617,0.54776980524,0.5016392673,0.58175450918,0.55352290965,0.469076639,0.44050573,0.443181358,0.53142503325,0.4055752514,0.45458344685,0.548132026,0.2239001311,0.3992010459,0.608110772,0.5383217046,0.5538259921,0.646315244,0.53524347318,0.388641811,0.330717151,0.471800464,0.411238184,0.332449198,0.731142479,0.601116001,0.618898655,0.513104759,0.557371917,0.6442051521,0.584223101,0.491841663,0.37316649,0.614590389,0.376517263,0.47516363,0.438256016,0.618253355,0.5911525523,0.33937754324,0.31944441217,0.307066561,0.277206484264,0.28218885759,0.361602866472,0.7331048417,0.747509817,0.36380181742,0.348805583379,0.349552907,0.299893941,0.2972997387,0.471238007264,0.313040216,0.2975074893,0.37394225184,0.4674971061,0.3919869489,0.394352812,0.3308770382,0.3349441423,0.349484956,0.39241325438,0.366806272,0.498174279,0.550924645,0.511211993,0.433494591,0.379843803,0.637947706,0.615887466,0.55930199994,0.886757987,0.58985196,0.39757159582,0.291228631,0.526262551,0.4576736102,0.25488126193,0.34698036348,0.5472365291,0.4299758068,0.486454681,0.302185211,0.33169367011,0.4273457671,0.250515269,0.46768583208,0.376373385,0.3521315233,0.3576594279,0.4282124883,0.4217016142,0.3755532967,0.4131840464,0.187120156,0.503352968,0.427688392,0.0301058211,0.024829347,0.073389647,0.0434413447,0.0663359831,0.0829654632,0.032387187,0.0674354988,0.251476647019,0.1106620208,0.110288646,0.5605851104,0.4443085718,0.430291086,0.2152905159,0.230982002,0.164743932,0.026588017,0.0387501,0.093133212,0.0680697646,0.03674331,0.025900455,0.2905547276,0.195403263,0.0160268781,0.0423279932,0.0771556783,0.2234766832,0.237698471,0.204313736,0.376940143,0.191067849,0.029172318,0.229585807,0.350978761,0.4822823033,0.21069225906,0.294548022,0.772433232,0.692707975,0.0201268595,0.0219816093,0.0138148433,0.0130871786,0.0132783086,0.0461612598,0.0324957771,0.0188158794,0.0263764396,0.018379935,0.023157279,0.0372498572,0.023233352,0.0759822836,0.0741465857,0.084440243,0.094325236,0.04564387,0.065033514,0.066120646,0.0659694295,0.0299433039,0.0353760586,0.042228107,0.047165061,0.0375627267,0.044002531,0.0573130234,0.0423089486,0.078513176,0.049367118,0.022405281,0.045708595,0.012841801,0.057988933,0.081193976,0.222113481,0.145898472,0.190919226,0.1495420185,0.186399438,0.099447291,0.1086032574,0.0948434068,0.107294131,0.092819903,0.09956168,0.085150314,0.118965935,0.257198942,0.170148029,0.247566436,0.2535192725,0.166160454,0.1316104178,0.108638312,0.1529330496,0.0175299511,0.065196017,0.1316569334,0.0159494115,0.0401889403,0.028296772,0.1595926329,0.2449584226,0.194631717,0.245301943,0.1843515032,0.1304107754,0.192758914,0.2483652858,0.22216689825,0.25728278,0.30500038294,0.307769209,0.291027256,0.280557192,0.108730974,0.26209923277,0.200900561,0.2583438168,0.376295031,0.1476900034,0.2212527698,0.301296527,0.272603936,0.31122182,0.3619983135,0.405156565,0.4106384439,0.04301074,0.0418282452,0.03585604,0.026480392,0.0265033329,0.0287921075,0.0343332941,0.034761191,0.030796097,0.035368938,0.030664979,0.017114292,0.095661423,0.071948277,0.063699811,0.0889156479,0.0810106521,0.0996614869,0.082395738,0.045159996,0.046649921,0.0563385998,0.045705628,0.0296277094,0.031548202,0.048758752,0.033812934,0.0546126688,0.0541819152,0.065381986,0.065230708,0.036755167,0.031946936,0.041908729,0.047804886,0.0555933994,0.0452923,0.0403677681,0.0446745251,0.064127282,0.0548488694,0.1403514881,0.1363201626,0.1390224861,0.1465809166,0.1496540701,0.158077978,0.138308064,0.1442868422,0.207436808,0.158621958,0.161804226,0.1761428232,0.175268416,0.2075191784,0.062664413,0.065533734,0.096300373,0.050218819,0.061613807,0.0643903878,0.044006554,0.06337525877,0.0450980342,0.056746151,0.1175491085,0.07285077,0.0834065835,0.070588259,0.1110234812,0.1062189066,0.1117762973,0.106024976,0.02816726,0.1531450388,0.1064723363,0.0777765913,0.123953804,0.13870945,0.094924336,0.106103757,0.120490529,0.131217625,0.17001507957,0.320012671,0.2053825544,0.2202477325,0.2153704518,0.204428717,0.221428515,0.392857113,0.203252026,0.3040924627,0.20399523,0.277448093,0.2234229594,0.308015581,0.3324319077,0.452000544,0.3002081438,0.3911196648,0.376710487,0.339544498,0.3314216063,0.254611768,0.22237968011,0.309051253,0.2741903618,0.15306124,0.1398150304,0.17489363,0.1522994296,0.164245752,0.137747286,0.201237296,0.103785195,0.28475292657,0.2304683768,0.2078354895,0.07187522,0.174103911,0.2023754894,0.13974688,0.123207116,0.074315296,0.103837696,0.188048204,0.1413144197,0.023221436,0.097038379,0.046576721,0.039125386,0.022127
Escherichia_coli,0,0,0,0,0,0,0,0,0,0.002894172,0.081562372,7.83085e-05,0.000583593,0,0.003008309,0.000251953,0.00017328,0.000579826,0,1.52671e-05,4.69255e-05,9.87719e-05,0.006518405,0.000133601,0,6.43314e-05,0.000145241,0.000452489,1.45864e-05,8.95897e-05,0.001020408,0.002169197,1.55415e-05,5.87878e-05,0,5.53531e-05,0,0,4.6118e-05,0.000509473,9.81675e-05,7.08e-05,0,0,0.000319693,0.000113237,0,0,0,0.002574155,0.002435909,4.35206e-06,0,0.000279685,3.34247e-05,0.0004735,0.000209346,0.001393327,0,0.0001321,0,0.000628623,5.2505e-06,0.001777145,0.000801557,0.002839992,0.011973999,0.000258222,0.000143401,0,0,0,0,0.00347373,0.003586295,0.004118758,0.000363901,0,0.000606428,0.009351343,0.000282547,4.00866e-05,0.000329652,0.001160841,0,0.024383096,7.55655e-05,1.90121e-05,0,0.009505121,0.000793631,0.001127533,4.78e-05,0,0.001250197,0.003298289,0,0.000179067,0.000192015,0,2.22e-05,7.88084e-05,3.62612e-05,3.80836e-05,0.000137073,2.4131e-05,2.03099e-05,2.24653e-05,0,0.000598932,0.003671728,3.98625e-05,0.000133574,6.27867e-05,7.94786e-05,4.53186e-05,0,0,1.94301e-05,0.019360328,0,0.000442674,0,0,3.47717e-05,3.3335e-05,6.37739e-05,0.009084877,0.000140619,9.82318e-05,0,5.56523e-05,0,6.65676e-05,0,0,0.000196541,0,0,0,0.000113962,3.11339e-05,0,0,0,0.008437051,0,9.10039e-05,0,2.90293e-05,0.000131596,0.000102302,6.03792e-05,2.97668e-05,3.47931e-05,4.7288e-05,0.00096,2.12271e-05,5.3705e-05,0,3.45578e-05,3.8072e-05,0,0.000184536,0,3.97728e-05,3.28423e-05,0,0,4.48542e-05,0.036465177,6.76972e-05,4.97583e-05,3.51327e-05,2.56442e-05,0,0,2.81161e-05,0.00014735,0.004132231,0,0,1.01995e-05,0,0.000489822,3.54327e-05,4.83617e-05,1.60185e-05,1.85656e-05,0.003802281,6.38366e-05,0.000176409,4.49822e-05,0,2.0112e-05,6.15881e-05,0.000246245,0,0,5.10751e-05,1.23278e-05,6.19116e-06,2.1337e-05,0,2.80151e-05,0.001359996,0.000112613,1.2735e-05,1.47047e-05,6.15465e-05,0.00027386,8.31163e-05,0.000146692,0,0,0,0,0.000477033,0.000178668,4.88333e-05,0,0,0,0,0.000263227,0.000638978,0,3.74954e-05,0,3.02035e-05,4.38982e-05,0.001408451,2.63536e-05,0,1.68149e-05,2.23365e-05,0,1.39869e-05,0,0.017309205,5.4981e-05,0,2.58377e-05,0,0.000170984,2.98963e-05,0.011651266,6.89148e-05,0,0.000103017,3.71263e-05,0.000420787,1.49347e-05,0.00138921,7.9041e-05,5.50374e-05,2.34853e-05,0,0.002123142,0.000477355,0,7.87321e-05,6.5542e-05,3.66545e-05,2.18687e-05,5.31547e-05,0.000243942,7.26691e-05,0,0,0,1.38248e-05,1.87275e-05,0.000102678,0.000292301,1.60954e-05,0,3.5399e-05,1.4908e-05,0.000148078,0,0,2.17517e-05,0,0,2.58011e-05,6.08976e-05,4.79679e-05,5.81971e-05,2.48942e-05,0.000919963,5.83022e-05,0,0.000176025,3.09e-05,7.39399e-05,5.12429e-05,7.03e-05,3.31203e-05,0.0001067,1.89399e-05,3.18755e-05,0,0,3.52507e-05,5.62335e-05,8.5628e-05,5.42198e-05,0,6.73423e-05,3.34866e-05,0,0,0.000134535,0,0,8.19068e-05,0,3.26e-05,0.000146078,4.92e-05,0.000167206,0.000107943,0,0.000118913,3.5256e-05,0.000117546,9.10664e-06,5.39217e-05,0.000110711,5.5094e-05,0,0.000140351,0,7.3924e-05,0,0,0,0,4.12916e-05,6.45603e-05,0,0,0.000133281,0.00011898,5.29955e-05,0.000177846,6.48731e-05,5.67569e-05,0.000122934,0,0.000126115,4.94e-05,0,0.002376002,2.32663e-05,0,4.08755e-05,3.3284e-05,3.7058e-05,4.87134e-05,0,0,7.4297e-05,2.2924e-05,8.69773e-05,5.12995e-05,0.000138112,2.14505e-05,3.33808e-05,0,2.10183e-05,2.62055e-05,0,8.93144e-06,0.000124939,0.000149343,0.000420962,5.42e-05,7.14e-05,0.000612162,0.00024989,0.000963504,9.3e-05,0.00025227,3.11173e-05,7.63e-05,0.000190112,6.31e-05,0.00020847,0.000184995,0.00014841,7.33e-05,3.4356e-05,0.000105516,0.000122267,0.000133408,0.000508388,2.60602e-05,4.04446e-05,1.86285e-05,1.15011e-05,0,2.90453e-05,1.91695e-05,3.95e-05,0,1.85029e-05,2.88645e-05,6.2e-05,7.33801e-05,3.49713e-05,7.21085e-05,0.000110754,0,2.15149e-05,0,6.81e-05,3.90846e-05,5.82e-05,6.89e-05,0.000161465,0.000111512,0.000139275,9.53e-05,0.109390126,0.000754148,0.000216085,0.000304414,0,4.04464e-05,1.05e-05,0.000141133,0,3.77875e-05,9.44431e-05,0.000252658,3.68645e-05,0.000392619,3.16e-05,1.78134e-05,9.86193e-05,0.000225046,4.73554e-05,0,0.082668914,2.31787e-05,9.13715e-05,1.56082e-05,7.37681e-05,5.97877e-05,3.32127e-05,0.000107055,4.49e-05,0,0,0.014783527,0,0,1.98863e-05,6.96124e-05,2.76886e-05,3.55285e-05,0,0,4.06339e-05,0,0,2.81905e-05,0.000276625,0.000105352,0.962293338,0.948607257,0.872327303,0.885998875,0.373888349,0.276304499,0.394369785,0.545983656,2.97345e-05,1.06593e-05,0,0,2.26e-05,0.000392157,0,0.000671592,0,0,0.000415743,7.36703e-05,4.61404e-05,0.3153948,0.000699706,0.001302243,0,0,7.50807e-05,0,8.97183e-05,0,4.02674e-05,0,0,0,0,9.90688e-05,5.03104e-05,4.698e-05,2.57632e-05,1.39e-05,5.29e-05,0.000499378,9.5e-06,0,0,8.85897e-05,0,0,0,7.16846e-05,5.57315e-05,0,3.46133e-05,0,0,5.84232e-05,1.58e-05,5.02e-05,0.000184519,0.0001409,0.000244618,0.000148876,0,0,0,0.000688978,9.44376e-05,4.52929e-05,0.000208803,5.79e-05,0,0,0,0,0.000138332,1.33e-05,3.30965e-05,0.000202511,7.46938e-05,0,0,4.84015e-05,0,0.000160167,1.75654e-05,0,1.20309e-05,0,0.000398229,0,0,6.37674e-05,2.34869e-05,0,0,0.000176141,0.000257798,2.76914e-05,0,0,0.001344562,4.62e-05,0.00014294,0,0,0,0,3.50398e-05,0,0,0,3.25246e-05,0,0,0,1.27564e-05,0.000128057,0.000417014,0,0,0,3.06e-05,0,3.36e-05,9.53e-05,3.06e-06,0,0.001212611,0,5.82671e-05,0,1.17539e-05,2.89e-05,0,0.00020729,0,0.000189221,0,0.000584226,0,1.32e-05,0,0,0,3.05e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.42919e-05,3.10684e-05,0,6.78e-05,7.98085e-05,0.000168199,0.000250531,0.000378573,7.37e-05,0,0,0.000186116,0.000248536,0.000249355,6.06e-05,9.7e-06,3.04e-06,0,0,4.00326e-05,0,0.000401316,0,0,0,0,5.25804e-05,1.22782e-05,0,0,2.82e-05,4.86098e-05,0,0.063850055,0.0001443,0.00024589,6.91e-05,0.000139329,9.85e-05,0.00026477,2.44509e-05,0,0,0,0,0,0.000246305,0.000440917,0,0.000160049,1.92e-05,0,0,0.00030021,0,0,0,0.000137043,0.000178875,0.000108968,0.000130344,0.000202929,0.000370211,0.000103918,0.000296209,0,8.48392e-05,0.000425532,0,0,0,0.000117804,5.18e-05,3.37325e-05,0,3.36576e-05,0.00018743,5.45e-05,3.27654e-05,0.000593749,0.000150508,7.81e-06,0.00043905,0.000430064,0,0.000108845,0.000431038,9.5e-05,1.68e-05,0.001146568
