#SampleID	174LBQA	206ZFDA	287DJQA	388DHLA	LD200117-0003_L3_1000785	LD200117-0004_L3_1000786	LD200117-0005_L3_1000787	LD200117-0006_L3_1000734	LD200117-0007_L3_1000735	LD200117-0008_L3_1000736	LD200117-0009_L3_1000737	LD200117-0010_L3_1000738	LD200117-0011_L3_1000739	LD200117-0012_L3_1000740	LD200117-0013_L3_1000741	LD200117-0014_L3_1000742	LD200117-0015_L3_1001290	LD200117-0016_L3_1001359	LD200117-0017_L3_1001360	LD200117-0018_L3_1000753	LD200117-0019_L3_1000754	LD200117-0020_L3_1000755	LD200117-0021_L4_1000756	LD200117-0022_L4_1000757	LD200117-0023_L4_1000758	LD200117-0024_L4_1000759	LD200117-0025_L2_R1000760	LD200117-0026_L2_1000761	LD210301-0050_S20210312-0111_376VYKZ	LD210301-0051_S20210312-0112_377VHWH	LD210301-0052_S20210312-0113_086VHXM	LD210301-0053_S20210312-0114_R173VHJW	LD210301-0054_S20210312-0115_384VCZL	LD210301-0055_S20210312-0116_372VJHK	LD210301-0056_S20210312-0117_348VYQM	LD210301-0057_S20210312-0118_371VTYJ	LD210301-0058_S20210312-0119_367VWSY	LD210301-0059_S20210312-0120_002VWWX	LD210301-0060_S20210312-0121_031VPYH	LD210301-0061_S20210312-0122_357VLTS	LD210301-0062_S20210312-0123_342VCSL	LD210304-0033_S20210324-0146_036VXHM	LD210304-0034_S20210324-0147_358VWXC	LD210304-0035_S20210324-0148_347VPZL	LD210304-0036_S20210324-0149_047VLRL	LD210304-0037_S20210324-0152_350VLYY	LD210304-0038_S20210324-0153_180VHMQ	LD210304-0039_S20210324-0154_006VHQK	LD210304-0040_S20210324-0155_199VOZQ	LD210304-0041_S20210324-0156_235VDBJ	LD210304-0042_S20210324-0157_027VYMX	LD210307-0034_S20210324-0158_388VDHL	LD210307-0035_S20210324-0159_390VNFD	LD210307-0036_S20210324-0160_392VWLL	LD210307-0037_S20210324-0161_153VWG	LD210307-0038_S20210324-0162_393VZLH	LD210307-0039_S20210324-0163_040VYDY	LD210307-0040_S20210324-0164_309VHJD	LD210307-0041_S20210324-0165_395VGSQ	LD210307-0042_S20210324-0166_036AXHM	LD210307-0043_S20210324-0167_358AWXC	LD210307-0044_S20210324-0168_083VYGC	LD210307-0045_S20210324-0169_004VWZY	LD210307-0046_S20210324-0170_227VZMH	LD210307-0047_S20210324-0150_351VZDY	LD210307-0048_S20210324-0151_243VHZH	LD210309-0041_S20210324-0175_347APZL	LD210309-0042_S20210324-0176_083AYGC	LD210309-0043_S20210324-0177_004AWZY	LD210309-0044_S20210324-0178_R227AZMH	LD210309-0045_S20210324-0179_351AZDY	LD210309-0046_S20210324-0180_R243AHZH	LD210309-0047_S20210324-0181_331ALDY	LD210309-0048_S20210324-0182_R215ATKH	LD210309-0049_S20210324-0183_325ALRY	LD210309-0050_S20210324-0184_379ALJJ	LD210309-0051_S20210324-0185_361ATLX	LD210309-0052_S20210324-0186_C010WL	LD210309-0053_S20210324-0187_C013MJH	LD210309-0054_S20210324-0188_C024XHR	LD210309-0055_S20210324-0189_C018LJP	LD210309-0056_S20210324-0190_C017YYM	LD210309-0057_S20210324-0191_C020LBJ	LD210309-0058_S20210324-0192_C022SMR	LD210309-0059_S20210324-0193_C014LWG	LD210309-0060_S20210324-0194_C025PCY	LD210309-0061_S20210324-0195_C002HHP	LD210309-0062_S20210324-0196_C001CJB	LD210309-0063_S20210324-0197_C006LYH	LD210309-0064_S20210324-0198_C007XXZ	LD210309-0065_S20210324-0199_C008QLX	LD210309-0066_S20210324-0200_C009HHY	LD210309-0067_S20210324-0201_C003XYQ	LD210309-0068_S20210324-0202_C026CBR	LD210309-0069_S20210324-0203_C031CQS	LD210309-0070_S20210324-0204_C034LJ	LD210309-0071_S20210324-0205_331VLDY	LD210309-0072_S20210324-0206_215VTKH	LD210309-0073_S20210324-0207_325VLRY	LD210309-0074_S20210324-0208_379VLJJ	LD210309-0075_S20210324-0209_361VTLX	LD210309-0076_S20210324-0210_359VYSH	LD210309-0077_S20210324-0211_R195VXXY	LD210309-0078_S20210324-0212_155VCHJ	LD210309-0079_S20210324-0213_353VGSZ	LD210309-0080_S20210324-0214_R149VYYD	LD210309-0081_S20210324-0215_322VCHL	LD210309-0082_S20210324-0216_230VLSH	LD210309-0083_S20210324-0217_370VLZW	LD210309-0084_S20210324-0218_373VHXR	LD210309-0085_S20210324-0219_110VZSZ	LD210309-0086_S20210324-0220_189VXZJ	LD210309-0087_S20210324-0221_220VDXP	LD210309-0088_S20210324-0222_362VLBJ	LD210310-0025_S20210324-0171_354VPYM	LD210310-0026_S20210324-0172_363VLH	LD210310-0027_S20210324-0173_364VCZ	LD210310-0028_S20210324-0174_366VZMY
K00766	0	0.414107	0.352112	0	3.564303	0.2103545	41.759263	12.424005	0.964299	2.591313	0.281001	23.497768	0.698357	3.711986	0.823497	0	23.7620282	2.937321	1.216579	1.268091	5.386992	11.515144	17.3948812	0.170648	24.6496901	13.202348	23.868613	9.5282272	21.6782845	15.4582318	0	0	0.573379	0.169492	0	1.087681	0	0	2.97022	0.338305	9.8685812	1.759472	35.906382	0.23777	16.586711	13.807751	19.83531	9.3571362	4.177012	4.472271	1.3947793	29.772613	19.56144	21.458748	35.6417519	0	0	0.689934	2.644837	1.36278	21.428519	3.824531	0	0.599179	0.901831	0.352113	15.367356	5.2646852	0	6.231085	1.686333	1.692017	0.81969	1.5890658	0.682594	3.638898	76.622145	7.236911	8.8091	8.030097	18.400082	17.604279	29.9556593	12.659853	26.7667903	18.6836024	29.3962669	29.7692389	20.832895	19.662617	16.6621162	26.1756964	19.2948308	19.678267	9.3663575	7.7764247	0.690346	0.900919	6.82272	1.302783	0	2.974223	13.999752	0	0.341297	21.392918	0	0.485778	1.05347	0.350877	0.47672	1.350939	0	5.339205	30.565882	1.205349	5.176414	2.96584
K02835	2.946339	0.966976	4.517746	2.559449	32.390177	34.109001	52.31384	64.8382816	12.9834361	12.165654	24.501318	30.5590011	11.865932	16.919981	25.102213	14.600928	65.3876242	22.701429	4.58686	8.3667876	14.2124454	53.4287426	49.3263049	27.8209295	76.9048577	24.698056	46.648007	42.9567812	54.1876319	35.3886226	3.375264	8.729829	18.919595	18.453107	25.085878	28.327295	16.753026	7.66608	30.9147763	21.464025	49.1575783	5.5312561	37.3939881	14.613008	38.0253154	14.5809668	40.3097161	37.3033025	29.9618899	16.8570966	27.5315323	41.32595	40.114531	37.4548951	49.8155191	6.78457	21.5311941	3.11165499	15.1079644	5.0717192	26.0049934	11.393364	12.4062	11.898437	25.772649	7.468747	17.442982	2.841987	14.7822	16.3442588	31.263285	33.289217	25.98417	24.0439378	19.0354816	29.2761227	98.4227958	50.2806704	64.8476609	47.9504237	54.7361701	59.8487674	66.5644231	57.6763949	71.2066394	66.4173409	66.961897	64.3175333	69.5443277	71.6493143	66.3194917	58.0378829	72.9603392	70.6143005	59.3494986	44.4130106	20.765914	20.289849	29.5911175	13.674961	15.8919469	25.763949	16.644138	10.641395	17.160088	50.450098	21.911541	9.638725	10.093078	28.3405207	4.1444721	15.3437514	40.18609	12.8609843	30.0097727	11.6393296	3.3633554	12.44713
K09022	0	0	0	0	0	0.791005	0	4.62856	0	0.465608	0.396825	0	0	0	0	0	1.601449	0.818841	0	0	0.850575	2.089895	2.539233	0	0	0	0	2	0.811111	5.7265	3.63964	0.828829	0	0	0	0.442177	0	1	0	0.75	5.160153	0	0	0	0	0	0.694444	0	0	2.632681	0	23.11325	13.60509	15.14859	1.794686	0	0	0	0	0.761905	0	0.761905	0	0	0	0	0	0	0.780952	0.198413	0.958333	0.793651	0	0	0	0.651515	0	2.286822	4.520075	1.343981	3.27642	2.444597	3.863942	6.264242	3	4.30198	1	4.29759	7.761227	0.313043	1.590455	1.765766	5.003107	3.046462	6.638212	2.522523	0	0	0	0	0	0	0	0	0	3.90869	0	0	0	0	0	0	0	1.93651	2.18095	1.993651	1	0
K02994	6.54733	1	0	16.36113	32.09341	0.255144	68.42182	35.169311	15.596574	7.97223	32.046236	47.83844	8.5144	4.247479	33.642	16.849331	19.489405	33.760144	3.743409	0.9849	5.017085	35.808533	49.323441	32.522004	21.422396	20.303816	51.277355	18.345499	11.036852	8.797176	3.473683	8.18107	16.108681	25.863128	21.6296	42.134118	32.650111	5.896746	7.17761	23.85558	22.301122	1.771958	26.911617	20.34428	55.431922	20.44871	19.56394	23.12123	29.096945	12.097539	21.910986	43.534552	47.486871	56.654618	55.527902	12.246508	43.971507	1.785291	6.050762	3.357433	22.0288	10.346268	25.4527	0	40.694391	11.543879	20.510798	4.517874	22.039434	2.656123	33.541632	46.59382	12.5844	34.173901	21.995501	12.440608	113.823718	22.277588	22.077285	13.753295	20.308324	30.323323	33.01678	32.868163	26.658804	22.557207	12.017961	30.822158	28.379462	21.988227	20.956467	24.091425	31.937596	13.896078	23.186557	19.582695	13.4979	27.001109	40.5196	11.165625	1.154197	27.085007	21.761877	14.4979	37.8354	20.596213	21.2716	7.496504	3.776528	32.003598	1.203252	1	48.52009	12.401989	44.270444	16.591376	2.81305	30.158898
K07501	0	0	0	0	0	0	0	0.803808	0	0	0	0	0	0	0.367647	0	2.354064	0	0	0	1.82883	1.04167	2.735251	0.429119	1.271876	1.00766	0	0	0.698198	0.497512	0	0	0	0	0	0	0	0	0	0	0.426939	0.551852	0	0	0	0	0.250877	1.15766	0	0	0	18.71002	12.95897	16.36187	0	0	0	0	3.878659	0	0.330969	0.25	0	0	0	0	0	0	0	3.452607	1.70978	0	0	0	0	0	0.985332	7.965109	2.7074716	4.23138	3.75362	3.04365	0.594595	9.358373	4.2156857	1	0.413919	9.118672	5.491527	3.768346	0.454545	2.109196	13.165312	2.2612789	2.347357	0.845238	0	0	0	0	0	0	0	0	0	4.0800869	0	0	4.142407	0	0.512821	1.358329	0.337838	0	0	0.427928	0	0
K21906	0	0	0	0	0	0	0	0	0	0	0	0	0.259067	0	0	0	0	0	0	8.92919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129534	0	0	9.73575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.16062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07407	0.455927	0	6.82168	2.701437	0.4362879	37.236301	0	14.942502	0.710387	0	1.8641672	0.741193	1.9599345	15.920937	1.2625398	7.762459	10.4522984	1.0742266	0.657477	0.2859381	3.197348	4.9136328	12.659496	0.4685031	17.338479	1.43011	0	16.0851565	14.2664396	3.1937599	10.5228021	1.788239	0.606061	3.5058411	1	6.200145	0	20.0684171	10.7314978	0.318844	12.8425447	0.140845	1.9280791	0.3239401	0.759791	1.3482024	2.9804969	2.565565	1.8069221	4.7171308	0.3665879	0	0.445139	2.0273868	17.4106617	0	0.3436857	0.277778	0.2846971	0.3169608	0	5.6927114	0	14.373721	0.111671	0.398907	2.3069231	0	0.191667	8.924568	1.6274595	0.40468	0.74019	0.410142	1.571987	4.8629734	1.116011	32.0795289	26.3038859	35.5344435	19.3764632	12.5350248	10.4988835	15.8204875	15.3858157	17.6070154	24.121661	17.4275331	14.6868666	20.1003534	31.599857	14.6138247	21.7100652	17.8022184	31.4613753	30.3668662	0.548591	0.267593	0.6104645	3.154428	2.5063391	1.836559	0.600387	0	0	0.971146	0	6.8926635	4.3361988	2.306762	1.06395	5.123799	0	1.5787976	0	0.732456	0.251889	0
K06167	0	0	3.08867	0.456486	0.440529	32.21342	0	20.9268013	1.52846	1.50483	0.734886	0	1.52771	9.11658	1.422382	2.21732	12.165896	0.394945	1.067489	7.324649	2.179089	2.727275	16.849835	0.525502	12.9053494	7.803214	0.236967	11.17585	8.271194	3.350723	2.413228	1.138393	2.24107	1.133532	0.585218	0.432933	0.609756	1.65278	8.7037782	1.243122	17.136915	0.469697	1.18322	0.243902	0.836862	0.825402	2.9842075	2.02279	0.280899	0.563308	0	0	0	0	4.463732	0.429185	0	0.100143	0.891936	0	0	1.436681	0	4.94118	0	0	0.235849	0	0.735294	3.688949	2.156217	0	12.259758	0.220264	0.438596	5.380808	1.037123	20.410917	20.235656	22.181208	12.811127	15.418948	8.6030064	18.372281	7.370499	18.1827472	6.143959	11.1053094	9.8187256	10.650752	19.7862679	9.185178	16.038897	21.4930704	13.550291	12.29597	14.1718151	0.245098	0	3.6689425	0	0.880843	1.143692	0	0	2.579166	0	6.189898	0	2.168445	0	3.382991	0	0	0	0	0.538409	0
K10725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192157	0	0	0.183477	0	0	0	0.308642	0	12.5275	8.821577	8.302389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03768	3.468766	1.287878	2.930169	6.136777	29.205333	30.827718	57.991642	41.548217	14.065465	18.936975	30.967733	42.499171	10.870428	17.986084	28.281248	20.22204	66.4865216	24.432176	5.431301	14.403098	7.863884	46.185641	53.7994019	33.319069	73.054104	22.594806	37.787427	34.44767	47.360593	54.049023	7.049349	10.739411	10.834134	21.641145	28.855742	29.140923	23.75741	9.049996	22.953185	24.648368	48.4503928	6.371795	4.347911	17.720131	40.07608	15.462117	38.44168	34.739674	35.5574249	11.452331	25.431616	15.344867	32.399214	26.493779	51.4136056	14.464293	33.356452	1.224041	41.837786	1.76471	1.9208041	13.350634	19.67472	9.615553	34.569948	13.254045	18.862615	7.238048	19.433034	18.247254	35.626028	46.087073	27.824944	37.172616	22.585613	37.136567	82.396933	62.100526	52.8091363	78.024712	68.8526281	62.7792796	62.08007	59.69473	77.088928	56.5182273	52.149318	63.7725648	55.53116	73.0825783	55.423528	78.1583863	80.4394522	52.583276	40.9540444	59.9086866	30.330462	24.877623	38.779586	14.394858	8.650607	26.034703	10.999612	18.6207	26.29956	36.667042	28.001936	5.18265	10.357951	30.663625	3.778211	8.409952	53.68511	15.1600393	30.169102	12.117308	2.108302	13.136723
K18778	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2.77885	0	0	4.83838	1.633174	0	0.341346	0	0	0	0.50505	0	0.705128	0.346154	0	0	0	0.5	0	0.0673077	0	0	0	0	0	0	0	0	0	0	2	0.240385	0.0797448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.50673	0	0	0	0	0	0.240385	0.0833333	0	0	0	0	0	1	0	0	1.826949	0.784722	0.125	0	0	1.078123	0.821267	0	11.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23764	0	0.185008	0	0	0	0	0
K03741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24113	1.875	0	0.489796	2.4878	0	0	2.84397	0	0	0	0	0	0	0	0	0	0.583333	0	0	0	0	0	0	0	0	0.774194	0	0	0	0	0	0	0	0	0	0	1.37589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12057	0	0.774194	1.227642	0	0.878049	0.537634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53041	1.2652	0.163851	5.14921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01886	4.593752	0.380228	4.17523	6.54336	44.3935165	37.0682078	56.592993	67.9856787	21.9313445	7.454342	32.7685041	51.1439038	21.8872619	14.6226425	31.3941929	21.8816322	60.1208366	32.1291634	5.8013165	14.7029688	27.8894418	67.5756789	57.7396432	28.2448093	66.1165879	24.9362629	47.3566303	49.4659211	54.9278491	35.6732232	5.568404	11.336725	27.725863	32.7098103	35.973803	48.7285912	24.394439	5.379438	33.1644953	41.315771	51.6824111	5.3821469	33.6740789	19.532898	56.7408833	17.239231	64.3688068	48.4628556	33.1712787	22.8446344	29.3103456	20.702633	34.696436	25.0609964	56.08927	14.755401	43.6293688	2.2836811	41.0043218	0.475984	22.9444579	9.8303997	22.69037	8.3542207	33.1895229	12.5509633	20.4885068	4.9156284	17.8359399	20.0644705	41.0323261	44.9852518	31.3266931	41.6364691	31.1720568	24.3203438	93.800188	53.7747215	63.839659	48.6014336	74.2817517	62.525055	69.2084939	65.1026023	68.6924026	89.8727743	78.0887538	57.0380516	88.7416546	76.9856469	63.66019322	65.4767578	80.8338995	64.5632005	74.6957456	51.1771669	35.4330405	41.172492	48.4478433	21.541247	15.3035562	28.1636263	18.8502999	19.338081	39.9681875	51.8364497	40.4152408	17.2222271	16.4813206	31.647831	1.4060686	15.951878	52.312892	15.0877446	39.562888	11.1925104	3.1840233	21.885252
K07456	0	1.460324	0	0	1.6560242	16.4529568	0.186567	48.843903	2.3853797	16.3298548	1.0634299	1.1110258	3.1571273	3.6564699	3.1580811	5.903935	74.8330982999999	4.3961029	4.0583165	4.013505	44.0684175	38.9804788	52.1906819	3.7102726	38.4965854	5.8034549	0.0586166	23.5572396	47.6075905	22.6348115	8.6316713	6.5882634	11.218827	6.1759373	4.132519	8.7954626	1.3808411	15.867712	42.3388918	7.1389664	60.7524797	3.099149	2.0260164	1.321073	2.4182887	2.7802879	12.8394306	14.2446408	6.0983833	7.8683052	2.341028	28.635853	18.8011569	25.1815369	20.5156947	0.387391	0.3185289	2.6881508	55.4324085	2.1104575	0.6552535	10.867786	0	9.572045	0.3332891	0.126904	5.5530171	3.6380898	0.307627	15.9704466	6.1985485	5.8840314	2.1634096	2.1500518	6.1370835	24.752899	13.5786412	52.305161	79.0447736000001	60.7741496	57.6861037	30.9265784	37.3010899	69.0360889	34.4953685	44.8139768	55.5679266	49.5956573	55.9182445	55.3376686	75.6468432	53.3992263	65.1403083	53.0015282	96.3960821	65.8237903	0.6694437	1.1309722	0.779558	6.5128288	13.2500892	5.4490643	2.7087935	0	0.7860357	16.5268101	0.278232	13.3807091	29.1833643	4.1239677	0.997188	33.1424711	18.132341	3.121064	5.2367146	13.2388499	4.219104	0.990099
K09729	0	0	0	0	0	0	0	0.989247	0	0	0	1.261905	0	0	0	0	0.777323	0.989247	0	0.327407	5.387527	4.072276	9.983886	0.158249	4.129895	0.987654	0	1.196241	6.167472	1.951629	0	0	0	0	0	0	0	0	0.961117	0.46729	3.19915	0.110078	0	0	0	0	4.4186	0	1.357177	0	0	0	0.444444	0	2.092122	0.121495	0	0	0.183254	0	0	0	0	0	0	0	0	0	0	1.224825	0.17757	0	0	1.182946	0	1.5401958	0	8.243819	7.985415	9.890293	4.035328	2.216044	0.811748	7.568539	4.09133	5.4663752	1.997519	2.561628	3.58935	6.055684	3.637672	3.059142	1.422002	5.645299	4.66048	13.435703	0	0	0.236967	0	0	0.314465	0	0	0	0	0	0.233645	3.59703	0.46729	0	0.473934	0	0.357798	0.429457	0.806452	0.236967	0
K02433	0	3.08955	0.373134	0	0.230152	1.034837	0.3147206	15.7362841	1.980769	4.10124	0.7058262	0.806725	0.34642	0.413609	1.194527	0	23.2145503	0.17532	2.4206699	3.37638	7.590885	17.6755853	17.561343	0.713149	33.1136134	0.852265	0	11.282826	28.435087	30.1020099	0	0.96807	7.215621	1.828764	0	1.85155	0	1.072548	6.8132833	0.309969	12.8752277	3.3543843	1.99532	0	1.506657	0	6.415566	11.3406137	1.186033	7.212485	2.608191	30.3346	21.726022	28.890115	9.1222264	0.551432	0.498297	2.150115	5.716878	0.34642	0.936055	3.705191	0	2.697544	0.404632	0	0.352998	0.802411	0.640843	8.2027609	2.8772792	0.759956	1.33188	2.5133651	1.314612	1.7188026	10.5156831	12.535555	9.8528675	15.8262821	25.8357748	26.4028969	33.7907878	24.76196437	43.4898731	13.6095926	22.455198	42.013817	26.5823761	23.9849585	16.1826257	31.089139	24.2211972	21.9508967	18.645441	14.5167643	0.5421692	0.806724	12.0278	1.4258093	2.881777	2.8475091	0.564688	0.230947	0	22.012143	0.230947	2.939909	1.6562086	1.117234	0.394212	0.458716	0.229358	0	0	3.124096	2.785793	0
K01139	0	5.084046	0.179487	2.33816	11.0050415	0.343842	52.235906	8.0914425	0.300575	2.041775	5.241865	32.8667459	0.333464	4.990942	1.1044128	0.636391	14.9752117	2.8857249	1.9564873	0.796656	0.7560557	9.2216292	24.956427	3.5223139	10.584183	23.647148	28.6831767	1.3483667	7.5263064	7.9735985	0	0.104515	0	2.6171278	0	0.5273652	2.31401	0.131926	5.1948612	7.1743538	3.0612062	0.174216	0.6433136	0.147275	19.2874269	15.446261	0.524921	4.5016808	3.3882759	3.5432764	21.296377	2.56522	0	0	37.3096311	1.6805829	5.7971	0.615776	4.4645968	0	0.51608	3.467348	0.206349	0	0.227964	8.270817	15.7611	2.0907909	18.0913659	1.9684252	1.7247474	31.1640589	4.443434	0.2362544	0.609628	0.8108932	76.736491	6.6353194	11.1730406	4.5139494	9.7689121	13.9617138	14.6202697	12.3923582	10.5816016	11.8472985	9.9819452	10.6126883	21.0359796	13.4534884	9.6798399	17.2289462	11.371997	11.3168935	8.1406094	7.9628111	8.9393955	0.152207	12.242	1.8815692	4.5245858	10.4126385	17.9036	0.0732824	0	5.4941085	0	1.0091331	0.420078	0.22831	2.386985	3.9356494	42.764034	8.6741156	32.771846	5.9271174	0.5871665	0
K05579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446429	0	0	0.446429	0.434524	1.72024	0.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14160	0	0	0	0	0	0	0	0.446512	0	0	0	0	0	0	0	0	1.759636	0	0.220155	0	0	0	0.26484	0	0	0	0	0	0.187597	0.465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575024	0	0	0.229885	0	0	0.153488	0	0.289655	0.15969	0	0	0	1.234692	0.69571	0	0	0.232558	0	0	0.581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16692	0	0.1144279	1.16493	0.0965174	1.0573622	11.364347	0.3533358	17.664703	1.1717989	0.149254	0.0621891	1.5704433	0.439315	6.7219412	0.553229	0.162338	22.3927799	0.2905469	0.146843	6.9511512	0.9139769	16.4181195	7.3845302	0.1492538	32.2208011	0.9649639	0.291605	12.0514597	28.8673395	21.7809029	1.09585	1.007623	0.747967	4.5536664	0.429185	1.1170789	0.184549	0.7028691	7.0691476	0.2124374	8.0993164	1.9049837	1.55907	0	0.1492538	0	34.8728748	9.2829934	0.7491882	4.2639312	0.7399189	0	0.2985384	0	5.3865279	0	0.1328359	0.8930349	3.6220385	0.2269966	0.7743068	4.2237674	0	0.7613179	0.1953999	0.0746269	0	0.2226754	0.3446539	6.9714309	2.7357017	0.447762	11.6749027	10.6260903	0.298507	6.4509496	2.4395317	4.1786097	4.8232264	7.8117985	20.6632657	26.3582543	30.0088135	16.0065675	35.0793016	24.674964	19.9319996	43.2149552	23.791279	21.4738068	14.8970485	29.4557931	23.167332	18.8701201	9.674334	7.8373852	11.2463009	0.223881	0.3926393	2.0183491	0.440529	2.7472634	0.29602	0.288557	0.0746269	26.8979339	0.149254	0.8075016	1.781594	1.5885453	0.1663077	0.5868219	0.149254	0.0741294	0.6569323	0.0974058	1.452727	0
K03320	0	6.85175	5.580051	0	0	0	0	0.133333	0	0	1	0	0	12.36051	0.584771	1.39869	0	0	0	0.171556	0	0	1.015331	0.398907	9.832577	2.196224	0	3.2128955	8.464669	0	0.0986667	0.266667	0	0	0	0.323718	0	0	0	0.463364	0	0	0.3111939	0	0	0.778929	0	0	0.260237	0.531735	0	3.98768	2.4474967	4.275376	0.578667	0	0.265957	0	0.266667	0	0	0	0	0	0	0	1.848354	0	0	0	0	0	0	0	0	1.278645	0.126904	11.802303	5.0913	12.047961	2	1.031244	0.132444	7.788043	2.073955	3.2174322	0.154799	0.557794	0	7.5006849	7.511941	0	0.265778	1.61538	8.368852	10.092453	0	0.132444	0.132979	0	0	0.133333	0	0	0	0	0	0	0	0	0	0	0	0.253807	0.266667	0	0	0
K08307	0.0977011	0	3.9844	0.987327	1.442938	37.028348	0.620619	16.4857298	0.518199	3.875365	1.484865	0.334708	0.308591	10.195684	3.4841729	11.917642	29.9209945	4.415768	0.277008	0.877083	6.021813	12.23795	13.7113192	2.412371	9.086258	2.88618	1.354714	8.3022605	9.2661782	3.589864	0	0.764154	0.103093	1.048601	23.9828	0.455185	5.05155	0	9.2352598	5.1041302	19.711519	0.798207	0.0471976	0.3800687	1.708405	0.2137488	16.31898	4.8209366	20.1192839	3.067901	1.570067	26.028208	11.6950964	24.49211	4.689737	2.26735	2.105573	0.160622	43.0399201	0.502245	0	1.855949	1.0921	5.421036	1.47491	0.277008	0.2730582	1.6152196	0	12.268179	3.242039	0.9070027	2.725488	0	0.875275	8.7447505	4.750529	13.8500497	24.296468	12.3322613	16.7035711	4.79376	13.577289	18.1087286	7.66068	12.6316115	19.9914105	9.9587643	11.2314065	15.2217797	9.6154037	12.313097	20.630182	21.9411436	34.1056842	7.925795	1.817824	0.103093	0.329643	3.805059	4.1197457	5.991092	0.396249	0.308591	0.181443	5.851242	0.710653	6.706591	11.7576171	1.252865	0.456225	13.425794	12.615904	1.3129712	0.789641	5.383709	0.8913832	0.250704
K10197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02339	0	1.64327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01811	0	0	5.226346	0.131858	0.0537634	39.21768	0.0691563	1.5118786	0.215054	0.15873	0.0948767	0.1587302	0.422939	8.547226	0	3.028999	0.6748475	0	0	13.06231	6.451286	0.345622	4.262787	1.6024413	1.031543	3.163343	0.276625	1.1436088	0.7504138	5.26339	10.94565	7.44954	5.66947	6.66176	4.00799	3.3992212	4.6584433	7.115236	6.1898991	4.65136	5.077958	0	0	0	0	0.0536481	0.0793651	0.853047	0.3864183	0.107296	0.666667	0	0	0	0.15873	0	0	0	0	0	0.0498208	0.721543	0	0	0	0	1.0529334	0	0	0.3875864	0.424987	0	26.360375	0	0	0.5454157	1.128964	7.0535261	4.7812788	3.0250671	2.6404216	1.4645718	2.8962451	4.274787	2.0376757	0.4429542	18.274198	2.0706225	5.7960165	2.4784165	2.6333355	0.7605187	0	2.5598214	8.8039648	2.9769509	21.2331668	0	0	0	0.107296	0.257672	0	0	0	0.3843728	0	0.4064514	0	0.1330132	0.107527	9.382842	0	0	0	0	0	0
