Metabolites	Module	Class
HMDB0115614	paleturquoise	Lipids and lipid-like molecules
HMDB0115689	mediumorchid	Lipids and lipid-like molecules
HMDB0115786	mediumorchid	Lipids and lipid-like molecules
HMDB0115818	mediumaquamarine	Lipids and lipid-like molecules
HMDB0003752	greenyellow	Lipids and lipid-like molecules
HMDB0008039	coral3	Lipids and lipid-like molecules
HMDB0008156	grey60	Lipids and lipid-like molecules
HMDB0008576	coral3	Lipids and lipid-like molecules
HMDB0008729	grey60	Lipids and lipid-like molecules
HMDB0008730	whitesmoke	Lipids and lipid-like molecules
HMDB0008776	darkolivegreen	Lipids and lipid-like molecules
HMDB0010390	mistyrose2	Lipids and lipid-like molecules
HMDB0011212	greenyellow	Lipids and lipid-like molecules
HMDB0011262	grey60	Lipids and lipid-like molecules
HMDB0011328	grey60	Lipids and lipid-like molecules
HMDB0011333	grey60	Lipids and lipid-like molecules
HMDB0029220	navajowhite2	Lipids and lipid-like molecules
HMDB0039528	grey60	Lipids and lipid-like molecules
HMDB0061455	whitesmoke	Lipids and lipid-like molecules
HMDB0061465	whitesmoke	Lipids and lipid-like molecules
HMDB0061466	whitesmoke	Lipids and lipid-like molecules
HMDB0061470	whitesmoke	Lipids and lipid-like molecules
HMDB0061699	green4	Lipids and lipid-like molecules
HMDB0061701	mediumpurple1	Lipids and lipid-like molecules
HMDB0005779	grey60	Lipids and lipid-like molecules
HMDB0005780	coral3	Lipids and lipid-like molecules
HMDB0008954	steelblue	Lipids and lipid-like molecules
HMDB0009086	rosybrown2	Lipids and lipid-like molecules
HMDB0009195	navajowhite2	Lipids and lipid-like molecules
HMDB0009683	maroon	Lipids and lipid-like molecules
HMDB0009686	grey60	Lipids and lipid-like molecules
HMDB0009690	whitesmoke	Lipids and lipid-like molecules
HMDB0009695	grey60	Lipids and lipid-like molecules
HMDB0011343	coral3	Lipids and lipid-like molecules
HMDB0011344	darkviolet	Lipids and lipid-like molecules
HMDB0011349	coral3	Lipids and lipid-like molecules
HMDB0011352	coral3	Lipids and lipid-like molecules
HMDB0011359	coral3	Lipids and lipid-like molecules
HMDB0011375	coral3	Lipids and lipid-like molecules
HMDB0011384	cyan	Lipids and lipid-like molecules
HMDB0011442	coral3	Lipids and lipid-like molecules
HMDB0011448	grey60	Lipids and lipid-like molecules
HMDB0011458	lightseagreen	Lipids and lipid-like molecules
HMDB0061491	darkolivegreen	Lipids and lipid-like molecules
HMDB0061539	coral3	Lipids and lipid-like molecules
HMDB0061540	plum4	Lipids and lipid-like molecules
HMDB0113261	rosybrown1	Lipids and lipid-like molecules
HMDB0113691	magenta2	Lipids and lipid-like molecules
HMDB0114601	whitesmoke	Lipids and lipid-like molecules
HMDB0114659	darkgoldenrod1	Lipids and lipid-like molecules
HMDB0116660	darkseagreen3	Lipids and lipid-like molecules
HMDB0116678	mediumpurple1	Lipids and lipid-like molecules
HMDB0116693	dodgerblue1	Lipids and lipid-like molecules
HMDB0116696	skyblue3	Lipids and lipid-like molecules
HMDB0013472	dodgerblue1	Lipids and lipid-like molecules
HMDB0013488	lightblue3	Lipids and lipid-like molecules
HMDB0013497	darkorange2	Lipids and lipid-like molecules
HMDB0013503	darkcyan	Lipids and lipid-like molecules
HMDB0013516	magenta2	Lipids and lipid-like molecules
HMDB0013531	cyan	Lipids and lipid-like molecules
HMDB0013537	purple	Lipids and lipid-like molecules
HMDB0013547	lightcoral	Lipids and lipid-like molecules
HMDB0013561	cyan	Lipids and lipid-like molecules
HMDB0013581	darkorange2	Lipids and lipid-like molecules
HMDB0013591	dodgerblue1	Lipids and lipid-like molecules
HMDB0116476	tomato2	Lipids and lipid-like molecules
HMDB0116478	chartreuse2	Lipids and lipid-like molecules
HMDB0116502	dodgerblue1	Lipids and lipid-like molecules
HMDB0116530	lavenderblush2	Lipids and lipid-like molecules
HMDB0116536	honeydew1	Lipids and lipid-like molecules
HMDB0116570	dodgerblue1	Lipids and lipid-like molecules
HMDB0116571	tomato2	Lipids and lipid-like molecules
HMDB0116804	skyblue	Lipids and lipid-like molecules
HMDB0116820	thistle	Lipids and lipid-like molecules
HMDB0116832	tomato2	Lipids and lipid-like molecules
HMDB0116838	dodgerblue1	Lipids and lipid-like molecules
HMDB0117629	thistle4	Lipids and lipid-like molecules
HMDB0124595	hotpink2	Lipids and lipid-like molecules
HMDB0124660	burlywood3	Lipids and lipid-like molecules
HMDB0009943	darkblue	Lipids and lipid-like molecules
HMDB0009950	burlywood3	Lipids and lipid-like molecules
HMDB0009983	chartreuse2	Lipids and lipid-like molecules
HMDB0010001	darkgreen	Lipids and lipid-like molecules
HMDB0010015	chartreuse2	Lipids and lipid-like molecules
HMDB0010030	tan1	Lipids and lipid-like molecules
HMDB0010056	lightcyan1	Lipids and lipid-like molecules
HMDB0010059	mediumorchid3	Lipids and lipid-like molecules
HMDB0010115	snow2	Lipids and lipid-like molecules
HMDB0010127	dodgerblue1	Lipids and lipid-like molecules
HMDB0010136	darkorange	Lipids and lipid-like molecules
HMDB0010140	dodgerblue1	Lipids and lipid-like molecules
HMDB0010143	darkgreen	Lipids and lipid-like molecules
HMDB0010146	darkseagreen1	Lipids and lipid-like molecules
HMDB0010147	lightsteelblue	Lipids and lipid-like molecules
HMDB0010148	dodgerblue1	Lipids and lipid-like molecules
HMDB0010159	lavenderblush	Lipids and lipid-like molecules
HMDB0006953	whitesmoke	Lipids and lipid-like molecules
HMDB0009802	dodgerblue1	Lipids and lipid-like molecules
HMDB0009918	skyblue3	Lipids and lipid-like molecules
HMDB0011669	aliceblue	Lipids and lipid-like molecules
HMDB0012331	paleturquoise	Lipids and lipid-like molecules
HMDB0012335	mistyrose2	Lipids and lipid-like molecules
HMDB0012337	magenta2	Lipids and lipid-like molecules
HMDB0012439	palevioletred1	Lipids and lipid-like molecules
HMDB0061567	hotpink2	Lipids and lipid-like molecules
HMDB0061574	grey60	Lipids and lipid-like molecules
HMDB0061578	dodgerblue1	Lipids and lipid-like molecules
HMDB0061586	lightsteelblue	Lipids and lipid-like molecules
HMDB0061587	mediumpurple1	Lipids and lipid-like molecules
HMDB0061604	firebrick3	Lipids and lipid-like molecules
HMDB0112282	paleturquoise4	Lipids and lipid-like molecules
HMDB0112513	whitesmoke	Lipids and lipid-like molecules
HMDB0112562	purple	Lipids and lipid-like molecules
HMDB0112674	paleturquoise	Lipids and lipid-like molecules
HMDB0112829	dodgerblue1	Lipids and lipid-like molecules
HMDB0112877	orange4	Lipids and lipid-like molecules
HMDB0116765	coral3	Lipids and lipid-like molecules
HMDB0116778	tomato4	Lipids and lipid-like molecules
HMDB0116796	greenyellow	Lipids and lipid-like molecules
HMDB0094688	whitesmoke	Lipids and lipid-like molecules
HMDB0039595	whitesmoke	Lipids and lipid-like molecules
C08589	mediumpurple	Lipids and lipid-like molecules
C11231	floralwhite	Lipids and lipid-like molecules
C13715	lavenderblush	Lipids and lipid-like molecules
HMDB0002376	coral1	Lipids and lipid-like molecules
HMDB0011678	peachpuff2	Lipids and lipid-like molecules
HMDB0015360	ivory	Lipids and lipid-like molecules
HMDB0015672	green4	Lipids and lipid-like molecules
HMDB0033399	lavenderblush1	Lipids and lipid-like molecules
HMDB0034388	dodgerblue1	Lipids and lipid-like molecules
HMDB0034617	mediumorchid3	Lipids and lipid-like molecules
HMDB0035037	mediumorchid	Lipids and lipid-like molecules
HMDB0036753	magenta2	Lipids and lipid-like molecules
HMDB0039122	greenyellow	Lipids and lipid-like molecules
HMDB0040291	dodgerblue1	Lipids and lipid-like molecules
HMDB0060753	dodgerblue1	Lipids and lipid-like molecules
HMDB0060794	orange4	Lipids and lipid-like molecules
HMDB0060871	dodgerblue1	Lipids and lipid-like molecules
HMDB0127524	mistyrose2	Lipids and lipid-like molecules
HMDB0127544	dodgerblue1	Lipids and lipid-like molecules
HMDB0127548	plum2	Lipids and lipid-like molecules
HMDB0012869	black	Lipids and lipid-like molecules
HMDB0029485	deeppink1	Lipids and lipid-like molecules
HMDB0031211	green4	Lipids and lipid-like molecules
HMDB0033574	whitesmoke	Lipids and lipid-like molecules
HMDB0034969	whitesmoke	Lipids and lipid-like molecules
HMDB0035195	thistle3	Lipids and lipid-like molecules
HMDB0035374	whitesmoke	Lipids and lipid-like molecules
HMDB0035899	mediumorchid	Lipids and lipid-like molecules
HMDB0036133	mistyrose	Lipids and lipid-like molecules
HMDB0036143	lightseagreen	Lipids and lipid-like molecules
HMDB0036171	whitesmoke	Lipids and lipid-like molecules
HMDB0036669	whitesmoke	Lipids and lipid-like molecules
HMDB0036816	grey60	Lipids and lipid-like molecules
HMDB0037013	greenyellow	Lipids and lipid-like molecules
HMDB0037272	grey60	Lipids and lipid-like molecules
HMDB0038387	deeppink1	Lipids and lipid-like molecules
HMDB0038619	skyblue	Lipids and lipid-like molecules
HMDB0039138	grey60	Lipids and lipid-like molecules
HMDB0041045	deepskyblue	Lipids and lipid-like molecules
HMDB0042054	lightsteelblue1	Lipids and lipid-like molecules
HMDB0133061	maroon	Lipids and lipid-like molecules
HMDB0011673	lightcyan1	Lipids and lipid-like molecules
C05200	dodgerblue1	Lipids and lipid-like molecules
HMDB0012146	dodgerblue1	Lipids and lipid-like molecules
C20265	tan3	Lipids and lipid-like molecules
HMDB0002012	deeppink1	Lipids and lipid-like molecules
HMDB0030017	whitesmoke	Lipids and lipid-like molecules
HMDB0033685	skyblue	Lipids and lipid-like molecules
C12531	plum2	Lipids and lipid-like molecules
C21695	darkmagenta	Lipids and lipid-like molecules
HMDB0001054	darkseagreen3	Lipids and lipid-like molecules
HMDB0030555	brown4	Lipids and lipid-like molecules
HMDB0031674	khaki	Lipids and lipid-like molecules
HMDB0035001	mistyrose2	Lipids and lipid-like molecules
HMDB0035067	whitesmoke	Lipids and lipid-like molecules
HMDB0035134	lightsteelblue1	Lipids and lipid-like molecules
HMDB0035689	lightblue4	Lipids and lipid-like molecules
HMDB0035722	lightyellow	Lipids and lipid-like molecules
HMDB0035884	whitesmoke	Lipids and lipid-like molecules
HMDB0036162	deepskyblue	Lipids and lipid-like molecules
HMDB0036422	whitesmoke	Lipids and lipid-like molecules
HMDB0036453	whitesmoke	Lipids and lipid-like molecules
HMDB0036821	whitesmoke	Lipids and lipid-like molecules
HMDB0037035	pink3	Lipids and lipid-like molecules
HMDB0038547	darkorange	Lipids and lipid-like molecules
HMDB0038562	lavenderblush1	Lipids and lipid-like molecules
HMDB0038704	dodgerblue1	Lipids and lipid-like molecules
HMDB0039380	orange4	Lipids and lipid-like molecules
HMDB0040702	violetred2	Lipids and lipid-like molecules
HMDB0041586	darkmagenta	Lipids and lipid-like molecules
HMDB0041365	dodgerblue1	Lipids and lipid-like molecules
HMDB0041368	dodgerblue1	Lipids and lipid-like molecules
HMDB0029622	dodgerblue1	Lipids and lipid-like molecules
HMDB0029849	whitesmoke	Lipids and lipid-like molecules
HMDB0031025	lightpink	Lipids and lipid-like molecules
HMDB0031027	pink3	Lipids and lipid-like molecules
HMDB0031164	darkorange	Lipids and lipid-like molecules
HMDB0031350	skyblue3	Lipids and lipid-like molecules
HMDB0031353	burlywood3	Lipids and lipid-like molecules
HMDB0031775	dodgerblue1	Lipids and lipid-like molecules
HMDB0031891	darkolivegreen	Lipids and lipid-like molecules
HMDB0031892	greenyellow	Lipids and lipid-like molecules
HMDB0031918	brown4	Lipids and lipid-like molecules
HMDB0031965	purple	Lipids and lipid-like molecules
HMDB0031990	deepskyblue3	Lipids and lipid-like molecules
HMDB0032836	lightsalmon4	Lipids and lipid-like molecules
HMDB0032932	lightcyan1	Lipids and lipid-like molecules
HMDB0033150	dodgerblue1	Lipids and lipid-like molecules
HMDB0033175	mediumpurple1	Lipids and lipid-like molecules
HMDB0033405	mediumorchid3	Lipids and lipid-like molecules
HMDB0033500	lightsteelblue	Lipids and lipid-like molecules
HMDB0033501	mediumorchid2	Lipids and lipid-like molecules
HMDB0033580	darkolivegreen	Lipids and lipid-like molecules
HMDB0033636	dodgerblue1	Lipids and lipid-like molecules
HMDB0033643	firebrick3	Lipids and lipid-like molecules
HMDB0034265	chocolate3	Lipids and lipid-like molecules
HMDB0034536	magenta2	Lipids and lipid-like molecules
HMDB0034537	darkgreen	Lipids and lipid-like molecules
HMDB0034546	magenta2	Lipids and lipid-like molecules
HMDB0034625	darkmagenta	Lipids and lipid-like molecules
HMDB0034651	darkturquoise	Lipids and lipid-like molecules
HMDB0034816	lemonchiffon2	Lipids and lipid-like molecules
HMDB0034868	darkblue	Lipids and lipid-like molecules
HMDB0034870	purple	Lipids and lipid-like molecules
HMDB0034871	magenta2	Lipids and lipid-like molecules
HMDB0034945	orangered2	Lipids and lipid-like molecules
HMDB0034946	darkorange2	Lipids and lipid-like molecules
HMDB0034950	mediumorchid	Lipids and lipid-like molecules
HMDB0035096	chocolate4	Lipids and lipid-like molecules
HMDB0035101	dodgerblue1	Lipids and lipid-like molecules
HMDB0035165	thistle3	Lipids and lipid-like molecules
HMDB0035167	dodgerblue1	Lipids and lipid-like molecules
HMDB0035217	lightsteelblue1	Lipids and lipid-like molecules
HMDB0035341	mistyrose2	Lipids and lipid-like molecules
HMDB0035342	oldlace	Lipids and lipid-like molecules
HMDB0035468	dodgerblue1	Lipids and lipid-like molecules
HMDB0035497	purple2	Lipids and lipid-like molecules
HMDB0035947	slateblue4	Lipids and lipid-like molecules
HMDB0036300	burlywood4	Lipids and lipid-like molecules
HMDB0036316	cyan	Lipids and lipid-like molecules
HMDB0036362	darkgreen	Lipids and lipid-like molecules
HMDB0036707	lightsteelblue1	Lipids and lipid-like molecules
HMDB0036846	deeppink1	Lipids and lipid-like molecules
HMDB0036903	antiquewhite2	Lipids and lipid-like molecules
HMDB0036943	darkgreen	Lipids and lipid-like molecules
HMDB0036965	darkorange2	Lipids and lipid-like molecules
HMDB0036966	dodgerblue1	Lipids and lipid-like molecules
HMDB0037126	dodgerblue1	Lipids and lipid-like molecules
HMDB0037827	dodgerblue1	Lipids and lipid-like molecules
HMDB0037911	lightslateblue	Lipids and lipid-like molecules
HMDB0037912	goldenrod1	Lipids and lipid-like molecules
HMDB0037923	green3	Lipids and lipid-like molecules
HMDB0037924	dodgerblue1	Lipids and lipid-like molecules
HMDB0038315	honeydew	Lipids and lipid-like molecules
HMDB0038316	darkorange2	Lipids and lipid-like molecules
HMDB0038342	magenta2	Lipids and lipid-like molecules
HMDB0038451	purple	Lipids and lipid-like molecules
HMDB0038452	lightblue1	Lipids and lipid-like molecules
HMDB0038541	magenta2	Lipids and lipid-like molecules
HMDB0038542	dodgerblue1	Lipids and lipid-like molecules
HMDB0038612	whitesmoke	Lipids and lipid-like molecules
HMDB0038759	lightcoral	Lipids and lipid-like molecules
HMDB0038923	mediumorchid3	Lipids and lipid-like molecules
HMDB0038983	dodgerblue1	Lipids and lipid-like molecules
HMDB0039010	mediumpurple1	Lipids and lipid-like molecules
HMDB0039290	orangered	Lipids and lipid-like molecules
HMDB0039292	dodgerblue1	Lipids and lipid-like molecules
HMDB0039293	antiquewhite3	Lipids and lipid-like molecules
HMDB0039310	dodgerblue1	Lipids and lipid-like molecules
HMDB0039318	mediumpurple1	Lipids and lipid-like molecules
HMDB0039352	mistyrose2	Lipids and lipid-like molecules
HMDB0039400	dodgerblue1	Lipids and lipid-like molecules
HMDB0039418	antiquewhite1	Lipids and lipid-like molecules
HMDB0039448	dodgerblue1	Lipids and lipid-like molecules
HMDB0039478	dodgerblue1	Lipids and lipid-like molecules
HMDB0039487	darkorange2	Lipids and lipid-like molecules
HMDB0039512	dodgerblue1	Lipids and lipid-like molecules
HMDB0039553	dodgerblue1	Lipids and lipid-like molecules
HMDB0039560	magenta2	Lipids and lipid-like molecules
HMDB0039577	dodgerblue1	Lipids and lipid-like molecules
HMDB0039591	cyan	Lipids and lipid-like molecules
HMDB0039636	dodgerblue1	Lipids and lipid-like molecules
HMDB0039892	dodgerblue1	Lipids and lipid-like molecules
HMDB0039947	lightpink4	Lipids and lipid-like molecules
HMDB0039976	whitesmoke	Lipids and lipid-like molecules
HMDB0039978	lightpink3	Lipids and lipid-like molecules
HMDB0040123	magenta2	Lipids and lipid-like molecules
HMDB0040523	darkorange	Lipids and lipid-like molecules
HMDB0040616	goldenrod4	Lipids and lipid-like molecules
HMDB0040617	dodgerblue1	Lipids and lipid-like molecules
HMDB0040647	dodgerblue1	Lipids and lipid-like molecules
HMDB0040649	darkgreen	Lipids and lipid-like molecules
HMDB0040653	whitesmoke	Lipids and lipid-like molecules
HMDB0040752	magenta2	Lipids and lipid-like molecules
HMDB0040859	skyblue4	Lipids and lipid-like molecules
HMDB0040945	darkgreen	Lipids and lipid-like molecules
HMDB0040957	deepskyblue3	Lipids and lipid-like molecules
HMDB0041018	lightslateblue	Lipids and lipid-like molecules
HMDB0041020	mediumorchid3	Lipids and lipid-like molecules
HMDB0041021	green	Lipids and lipid-like molecules
HMDB0041240	lightblue1	Lipids and lipid-like molecules
HMDB0041241	dodgerblue1	Lipids and lipid-like molecules
HMDB0041347	dodgerblue1	Lipids and lipid-like molecules
HMDB0041548	dodgerblue1	Lipids and lipid-like molecules
HMDB0060012	orchid	Lipids and lipid-like molecules
HMDB0061689	magenta2	Lipids and lipid-like molecules
HMDB0030597	steelblue	Lipids and lipid-like molecules
HMDB0031373	mistyrose2	Lipids and lipid-like molecules
HMDB0031380	dodgerblue1	Lipids and lipid-like molecules
HMDB0031932	whitesmoke	Lipids and lipid-like molecules
HMDB0032844	paleturquoise	Lipids and lipid-like molecules
HMDB0034475	lightyellow	Lipids and lipid-like molecules
HMDB0034998	lightgreen	Lipids and lipid-like molecules
HMDB0035029	ivory	Lipids and lipid-like molecules
HMDB0035036	whitesmoke	Lipids and lipid-like molecules
HMDB0035164	lightpink3	Lipids and lipid-like molecules
HMDB0035610	orange2	Lipids and lipid-like molecules
HMDB0036489	hotpink3	Lipids and lipid-like molecules
HMDB0036691	chocolate1	Lipids and lipid-like molecules
HMDB0036692	lightblue3	Lipids and lipid-like molecules
HMDB0036735	orangered4	Lipids and lipid-like molecules
HMDB0036781	rosybrown2	Lipids and lipid-like molecules
HMDB0036842	dodgerblue1	Lipids and lipid-like molecules
HMDB0036862	darkolivegreen	Lipids and lipid-like molecules
HMDB0037059	lavender	Lipids and lipid-like molecules
HMDB0039061	orangered2	Lipids and lipid-like molecules
HMDB0041027	whitesmoke	Lipids and lipid-like molecules
HMDB0041037	deeppink1	Lipids and lipid-like molecules
HMDB0041551	thistle4	Lipids and lipid-like molecules
HMDB0002741	brown2	Lipids and lipid-like molecules
HMDB0030100	seashell2	Lipids and lipid-like molecules
HMDB0029625	mistyrose2	Lipids and lipid-like molecules
HMDB0030509	green3	Lipids and lipid-like molecules
HMDB0031371	magenta2	Lipids and lipid-like molecules
HMDB0031381	honeydew1	Lipids and lipid-like molecules
HMDB0032781	darkturquoise	Lipids and lipid-like molecules
HMDB0032894	royalblue	Lipids and lipid-like molecules
HMDB0034503	tan4	Lipids and lipid-like molecules
HMDB0034510	whitesmoke	Lipids and lipid-like molecules
HMDB0034548	green	Lipids and lipid-like molecules
HMDB0034610	deeppink1	Lipids and lipid-like molecules
HMDB0034637	dodgerblue1	Lipids and lipid-like molecules
HMDB0034737	darkred	Lipids and lipid-like molecules
HMDB0035336	skyblue3	Lipids and lipid-like molecules
HMDB0035349	aquamarine1	Lipids and lipid-like molecules
HMDB0035487	dodgerblue1	Lipids and lipid-like molecules
HMDB0035509	lightsalmon4	Lipids and lipid-like molecules
HMDB0035599	chocolate3	Lipids and lipid-like molecules
HMDB0035641	pink1	Lipids and lipid-like molecules
HMDB0035684	firebrick4	Lipids and lipid-like molecules
HMDB0035693	pink3	Lipids and lipid-like molecules
HMDB0035725	green4	Lipids and lipid-like molecules
HMDB0035750	whitesmoke	Lipids and lipid-like molecules
